id,temp,humidity,wind,game_id
109,69,0,16,20181111LACOAK
110,33,0,6,20181111MIAGNB
111,75,0,1,20181111SEALAR
112,38,0,5,20181111DALPHI
113,62,0,0,20181112NYGSFO
114,54,0,6,20181115GNBSEA
115,48,0,8,20181118CINBAL
116,48,0,6,20181118HOUWAS
117,73,0,8,20181118PITJAX
118,42,0,1,20181118TAMNYG
119,69,0,4,20181118DENLAC
120,33,0,6,20181118MINCHI
121,65,0,0,20181119KANLAR
122,44,0,12,20181125JAXBUF
123,57,0,1,20181125SEACAR
124,44,0,4,20181125CLECIN
125,54,0,8,20181125NWENYJ
126,56,0,10,20181125NYGPHI
127,60,0,7,20181125OAKBAL
128,77,0,7,20181125SFOTAM
129,74,0,3,20181125ARILAC
130,41,0,7,20181125PITDEN
131,86,0,15,20181202BUFMIA
132,81,0,15,20181202CARTAM
133,52,0,3,20181202CHINYG
134,63,0,12,20181202DENCIN
135,78,0,13,20181202INDJAX
136,34,0,20,20181202ARIGNB
137,57,0,6,20181202KANOAK
138,70,0,13,20181202NYJTEN
139,53,0,6,20181202MINNWE
140,45,0,2,20181202SFOSEA
141,57,0,8,20181202LACPIT
142,36,0,15,20181203WASPHI
143,44,0,5,20181206JAXTEN
144,25,0,10,20181209ATLGNB
145,31,0,12,20181209NYJBUF
146,28,0,4,20181209CARCLE
147,27,0,0,20181209BALKAN
148,82,0,13,20181209NWEMIA
149,71,0,7,20181209NORTAM
150,33,0,6,20181209NYGWAS
151,54,0,3,20181209DENSFO
152,55,0,8,20181209PITOAK
153,29,0,4,20181209LARCHI
154,48,0,9,20181210MINSEA
155,39,0,5,20181213LACKAN
156,51,0,8,20181215HOUNYJ
157,46,0,0,20181215CLEDEN
158,39,0,7,20181216DETBUF
159,45,0,10,20181216GNBCHI
160,43,0,2,20181216OAKCIN
161,64,0,12,20181216WASJAX
162,40,0,6,20181216TENNYG
163,43,0,10,20181216TAMBAL
164,61,0,11,20181216SEASFO
165,42,0,5,20181216NWEPIT
166,60,0,5,20181216PHILAR
167,48,0,3,20181217NORCAR
168,51,0,9,20181222WASTEN
169,60,0,5,20181222BALLAC
170,52,0,7,20181223ATLCAR
171,40,0,12,20181223BUFNWE
172,37,0,9,20181223CINCLE
173,43,0,8,20181223GNBNYJ
174,44,0,5,20181223HOUPHI
175,73,0,9,20181223JAXMIA
176,50,0,5,20181223CHISFO
177,43,0,8,20181223KANSEA
178,58,0,14,20181224DENOAK
179,80,0,5,20181230ATLTAM
180,33,0,9,20181230MIABUF
181,37,0,2,20181230DALNYG
182,26,0,15,20181230DETGNB
183,33,0,2,20181230NYJNWE
184,42,0,9,20181230CINPIT
185,48,0,2,20181230CLEBAL
186,45,0,5,20181230ARISEA
187,51,0,6,20181230LACDEN
188,45,0,15,20181230OAKKAN
189,46,0,3,20181230PHIWAS
190,65,0,3,20181230SFOLAR
191,53,0,4,20181230INDTEN
192,52,0,12,20190106LACBAL
193,39,0,12,20190106PHICHI
194,32,0,13,20190112INDKAN
195,57,0,1,20190112DALLAR
196,26,0,3,20190113LACNWE
197,19,0,14,20190120NWEKAN
198,65,69,10,20190905GNBCHI
199,77,46,6,20190908BUFNYJ
200,87,53,3,20190908LARCAR
201,71,55,10,20190908TENCLE
202,91,54,6,20190908KANJAX
203,91,56,8,20190908BALMIA
204,79,49,4,20190908WASPHI
205,64,82,7,20190908CINSEA
206,77,52,10,20190908INDLAC
207,93,52,9,20190908SFOTAM
208,66,62,2,20190908PITNWE
209,68,66,15,20190909DENOAK
210,85,55,3,20190912TAMCAR
211,79,48,5,20190915BUFNYG
212,81,45,5,20190915SFOCIN
213,93,45,1,20190915INDTEN
214,82,60,8,20190915ARIBAL
215,80,46,7,20190915DALWAS
216,72,75,5,20190915MINGNB
217,87,67,4,20190915NWEMIA
218,81,51,3,20190915SEAPIT
219,70,61,13,20190915KANOAK
220,87,14,3,20190915CHIDEN
221,85,44,4,20190915NORLAR
222,72,69,3,20190916CLENYJ
223,73,87,9,20190919TENJAX
224,83,53,13,20190922CINBUF
225,69,93,7,20190922DENGNB
226,84,53,7,20190922DETPHI
227,81,49,10,20190922NYJNWE
228,88,46,11,20190922NYGTAM
229,87,37,4,20190922HOULAC
230,63,85,8,20190922NORSEA
231,79,36,3,20190922PITSFO
232,83,33,12,20190922LARCLE
233,87,39,5,20190923CHIWAS
234,60,62,3,20190926PHIGNB
235,58,71,10,20190929NWEBUF
236,83,57,8,20190929CLEBAL
237,88,53,15,20190929LACMIA
238,77,42,11,20190929WASNYG
239,74,41,2,20190929TAMLAR
240,67,89,8,20190929MINCHI
241,87,11,14,20190929JAXDEN
242,76,72,1,20190930CINPIT
243,57,56,7,20191003LARSEA
244,68,68,10,20191006NYJPHI
245,77,71,13,20191006BUFTEN
246,72,59,4,20191006JAXCAR
247,59,60,15,20191006CHIOAK
248,76,68,6,20191006ARICIN
249,66,73,10,20191006MINNYG
250,70,66,8,20191006NWEWAS
251,70,74,7,20191006BALPIT
252,85,35,12,20191006DENLAC
253,59,75,3,20191006INDKAN
254,87,36,8,20191007CLESFO
255,54,61,13,20191010NYGNWE
256,61,86,14,20191013CARTAM
257,84,66,13,20191013WASMIA
258,64,43,7,20191013CINBAL
259,58,38,20,20191013SEACLE
260,56,47,2,20191013HOUKAN
261,81,56,3,20191013NORJAX
