id,refPosition,officialId,gameId
560,Field Judge,David Meslow,20181014CARWAS
561,Referee,Walt Anderson,20181014CHIMIA
562,Umpire,Carl Paganelli,20181014CHIMIA
563,Down Judge,Tom Stephan,20181014CHIMIA
564,Line Judge,Byron Boston,20181014CHIMIA
565,Back Judge,Lee Dyer,20181014CHIMIA
566,Side Judge,Rick Patterson,20181014CHIMIA
567,Field Judge,Terry Brown,20181014CHIMIA
568,Referee,Walt Coleman,20181014TAMATL
569,Umpire,Jeff Rice,20181014TAMATL
570,Down Judge,Jerry Bergman,20181014TAMATL
571,Line Judge,Mark Stewart,20181014TAMATL
572,Back Judge,Greg Yette,20181014TAMATL
573,Side Judge,Jabir Walker,20181014TAMATL
574,Field Judge,Greg Gautreaux,20181014TAMATL
575,Referee,Craig Wrolstad,20181014BUFHOU
576,Umpire,Paul King,20181014BUFHOU
577,Down Judge,Jerod Phillips,20181014BUFHOU
578,Line Judge,Carl Johnson,20181014BUFHOU
579,Back Judge,Rich Martinez,20181014BUFHOU
580,Side Judge,Adrian Hill,20181014BUFHOU
581,Field Judge,Steve Zimmer,20181014BUFHOU
582,Referee,Clete Blakeman,20181014PITCIN
583,Umpire,George Ramon,20181014PITCIN
584,Down Judge,Dana McKenzie,20181014PITCIN
585,Line Judge,Walt Coleman IV,20181014PITCIN
586,Back Judge,Jim Quirk,20181014PITCIN
587,Side Judge,Dyrol Prioleau,20181014PITCIN
588,Field Judge,Joe Larrew,20181014PITCIN
589,Referee,Brad Allen,20181014LACCLE
590,Umpire,Ruben Fowler,20181014LACCLE
591,Down Judge,Hugo Cruz,20181014LACCLE
592,Line Judge,Brian Bolinger,20181014LACCLE
593,Back Judge,Terrence Miles,20181014LACCLE
594,Side Judge,Scott Novak,20181014LACCLE
595,Field Judge,Jeff Lamberth,20181014LACCLE
596,Referee,Alex Kemp,20181014INDNYJ
597,Umpire,Richard Hall,20181014INDNYJ
598,Down Judge,Tom Symonette,20181014INDNYJ
599,Line Judge,Jeff Bergman,20181014INDNYJ
600,Back Judge,Anthony Josselyn,20181014INDNYJ
601,Side Judge,Aaron Santi,20181014INDNYJ
602,Field Judge,John Jenkins,20181014INDNYJ
603,Referee,Jerome Boger,20181014ARIMIN
604,Umpire,Bill Schuster,20181014ARIMIN
605,Down Judge,Mike Carr,20181014ARIMIN
606,Line Judge,Rusty Baynes,20181014ARIMIN
607,Back Judge,Tony Steratore,20181014ARIMIN
608,Side Judge,Jonah Monroe,20181014ARIMIN
609,Field Judge,Mike Weatherford,20181014ARIMIN
610,Referee,Peter Morelli,20181014SEAOAK
611,Umpire,Steven Woods,20181014SEAOAK
612,Down Judge,Steve Stelljes,20181014SEAOAK
613,Line Judge,Jeff Seeman,20181014SEAOAK
614,Back Judge,Scott Helverson,20181014SEAOAK
615,Side Judge,Anthony Jeffries,20181014SEAOAK
616,Field Judge,Boris Cheek,20181014SEAOAK
617,Referee,Shawn Smith,20181014LARDEN
618,Umpire,Bryan Neale,20181014LARDEN
619,Down Judge,Mark Hittner,20181014LARDEN
620,Line Judge,Bart Longson,20181014LARDEN
621,Back Judge,Dino Paganelli,20181014LARDEN
622,Side Judge,Brad Freeman,20181014LARDEN
623,Field Judge,Brad Rogers,20181014LARDEN
624,Referee,Tony Corrente,20181014JAXDAL
625,Umpire,Alan Eck,20181014JAXDAL
626,Down Judge,Patrick Turner,20181014JAXDAL
627,Line Judge,Tim Podraza,20181014JAXDAL
628,Back Judge,Todd Prukop,20181014JAXDAL
629,Side Judge,Ryan Dickson,20181014JAXDAL
630,Field Judge,Keith Washington,20181014JAXDAL
631,Referee,Carl Cheffers,20181014BALTEN
632,Umpire,Barry Anderson,20181014BALTEN
633,Down Judge,Jim Mello,20181014BALTEN
634,Line Judge,Gary Arthur,20181014BALTEN
635,Back Judge,Greg Meyer,20181014BALTEN
636,Side Judge,Eugene Hall,20181014BALTEN
637,Field Judge,Land Clark,20181014BALTEN
638,Referee,John Hussey,20181014KANNWE
639,Umpire,Tony Michalek,20181014KANNWE
640,Down Judge,Kevin Codey,20181014KANNWE
641,Line Judge,Derick Bowers,20181014KANNWE
642,Back Judge,Greg Steed,20181014KANNWE
643,Side Judge,Allen Baynes,20181014KANNWE
644,Field Judge,Don Willard,20181014KANNWE
645,Referee,John Parry,20181015SFOGNB
646,Umpire,Mark Pellis,20181015SFOGNB
647,Down Judge,David Oliver,20181015SFOGNB
648,Line Judge,Julian Mapp,20181015SFOGNB
649,Back Judge,Perry Paganelli,20181015SFOGNB
650,Side Judge,Michael Banks,20181015SFOGNB
651,Field Judge,Matt Edwards,20181015SFOGNB
652,Referee,Alex Kemp,20181018DENARI
653,Umpire,Richard Hall,20181018DENARI
654,Down Judge,Tom Symonette,20181018DENARI
655,Line Judge,Jeff Bergman,20181018DENARI
656,Back Judge,Greg Meyer,20181018DENARI
657,Side Judge,Aaron Santi,20181018DENARI
658,Field Judge,John Jenkins,20181018DENARI
659,Referee,Walt Coleman,20181021TENLAC
660,Umpire,Jeff Rice,20181021TENLAC
661,Down Judge,Jerry Bergman,20181021TENLAC
662,Line Judge,Mark Stewart,20181021TENLAC
663,Back Judge,Greg Yette,20181021TENLAC
664,Side Judge,Jabir Walker,20181021TENLAC
665,Field Judge,Greg Gautreaux,20181021TENLAC
666,Referee,Clete Blakeman,20181021CARPHI
667,Umpire,Ramon George,20181021CARPHI
668,Down Judge,Dana McKenzie,20181021CARPHI
669,Line Judge,Walt Coleman IV,20181021CARPHI
670,Back Judge,Jim Quirk,20181021CARPHI
671,Side Judge,Dyrol Prioleau,20181021CARPHI
672,Field Judge,Joe Larrew,20181021CARPHI
673,Referee,Clay Martin,20181021NWECHI
674,Umpire,Fred Bryan,20181021NWECHI
675,Down Judge,Danny Short,20181021NWECHI
676,Line Judge,Kent Payne,20181021NWECHI
677,Back Judge,Gregory Wilson,20181021NWECHI
678,Side Judge,Brad Freeman,20181021NWECHI
679,Field Judge,David Meslow,20181021NWECHI
680,Referee,Jerome Boger,20181021DETMIA
681,Umpire,Bill Schuster,20181021DETMIA
682,Down Judge,Mike Spanier,20181021DETMIA
683,Line Judge,Rusty Baynes,20181021DETMIA
684,Back Judge,Tony Steratore,20181021DETMIA
685,Side Judge,Jonah Monroe,20181021DETMIA
686,Field Judge,Dale Shaw,20181021DETMIA
687,Referee,Brad Allen,20181021BUFIND
688,Umpire,Ruben Fowler,20181021BUFIND
689,Down Judge,Jim Mello,20181021BUFIND
690,Line Judge,Brian Bolinger,20181021BUFIND
691,Back Judge,Terrence Miles,20181021BUFIND
692,Side Judge,Scott Novak,20181021BUFIND
693,Field Judge,Jimmy Buchanan,20181021BUFIND
694,Referee,Shawn Hochuli,20181021CLETAM
695,Umpire,Roy Ellison,20181021CLETAM
696,Down Judge,Ed Camp,20181021CLETAM
697,Line Judge,Greg Bradley,20181021CLETAM
698,Back Judge,Rich Martinez,20181021CLETAM
699,Side Judge,Chad Hill,20181021CLETAM
700,Field Judge,Tom Hill,20181021CLETAM
701,Referee,Ron Torbert,20181021HOUJAX
702,Umpire,Dan Ferrell,20181021HOUJAX
703,Down Judge,Sarah Thomas,20181021HOUJAX
704,Line Judge,Mark Steinkerchner,20181021HOUJAX
705,Back Judge,Anthony Josselyn,20181021HOUJAX
706,Side Judge,Scott Edwards,20181021HOUJAX
707,Field Judge,Mike Weatherford,20181021HOUJAX
708,Referee,Shawn Smith,20181021MINNYJ
709,Umpire,Bryan Neale,20181021MINNYJ
710,Down Judge,Mark Hittner,20181021MINNYJ
711,Line Judge,Bart Longson,20181021MINNYJ
712,Back Judge,Dino Paganelli,20181021MINNYJ
713,Side Judge,James Coleman,20181021MINNYJ
714,Field Judge,Don Willard,20181021MINNYJ
715,Referee,John Parry,20181021NORBAL
716,Umpire,Mark Pellis,20181021NORBAL
717,Down Judge,David Oliver,20181021NORBAL
718,Line Judge,Julian Mapp,20181021NORBAL
719,Back Judge,Perry Paganelli,20181021NORBAL
720,Side Judge,Michael Banks,20181021NORBAL
721,Field Judge,Matt Edwards,20181021NORBAL
722,Referee,John Hussey,20181021DALWAS
723,Umpire,Tony Michalek,20181021DALWAS
724,Down Judge,Kevin Codey,20181021DALWAS
725,Line Judge,Derick Bowers,20181021DALWAS
726,Back Judge,Greg Steed,20181021DALWAS
727,Side Judge,Allen Baynes,20181021DALWAS
728,Field Judge,Steve Zimmer,20181021DALWAS
729,Referee,Walt Anderson,20181021LARSFO
730,Umpire,Carl Paganelli,20181021LARSFO
731,Down Judge,Tom Stephan,20181021LARSFO
732,Line Judge,Byron Boston,20181021LARSFO
733,Back Judge,Lee Dyer,20181021LARSFO
734,Side Judge,Rick Patterson,20181021LARSFO
735,Field Judge,Terry Brown,20181021LARSFO
736,Referee,Bill Vinovich,20181021CINKAN
737,Umpire,Bruce Stritesky,20181021CINKAN
738,Down Judge,Phil McKinnely,20181021CINKAN
739,Line Judge,Mark Perlman,20181021CINKAN
740,Back Judge,Steven Patrick,20181021CINKAN
741,Side Judge,Gary Cavaletto,20181021CINKAN
742,Field Judge,Mearl Robinson,20181021CINKAN
743,Referee,Tony Corrente,20181022NYGATL
744,Umpire,Alan Eck,20181022NYGATL
745,Down Judge,Patrick Turner,20181022NYGATL
746,Line Judge,Tim Podraza,20181022NYGATL
747,Back Judge,Todd Prukop,20181022NYGATL
748,Side Judge,Ryan Dickson,20181022NYGATL
749,Field Judge,Keith Washington,20181022NYGATL
750,Referee,Shawn Smith,20181025MIAHOU
751,Umpire,Bryan Neale,20181025MIAHOU
752,Down Judge,Mark Hittner,20181025MIAHOU
753,Line Judge,Bart Longson,20181025MIAHOU
754,Back Judge,Dino Paganelli,20181025MIAHOU
755,Side Judge,James Coleman,20181025MIAHOU
756,Field Judge,Brad Rogers,20181025MIAHOU
757,Referee,John Hussey,20181028PHIJAX
758,Umpire,Tony Michalek,20181028PHIJAX
759,Down Judge,Kevin Codey,20181028PHIJAX
760,Line Judge,Derick Bowers,20181028PHIJAX
761,Back Judge,Greg Steed,20181028PHIJAX
762,Side Judge,Allen Baynes,20181028PHIJAX
763,Field Judge,Don Willard,20181028PHIJAX
764,Referee,Peter Morelli,20181028BALCAR
765,Umpire,Steven Woods,20181028BALCAR
766,Down Judge,Steve Stelljes,20181028BALCAR
767,Line Judge,Jeff Seeman,20181028BALCAR
768,Back Judge,Terrence Miles,20181028BALCAR
769,Side Judge,Boris Cheek,20181028BALCAR
770,Field Judge,Anthony Jeffries,20181028BALCAR
771,Referee,Clete Blakeman,20181028NYJCHI
772,Umpire,Ramon George,20181028NYJCHI
773,Down Judge,Dana McKenzie,20181028NYJCHI
774,Line Judge,Walt Coleman IV,20181028NYJCHI
775,Back Judge,Jim Quirk,20181028NYJCHI
776,Side Judge,Dyrol Prioleau,20181028NYJCHI
777,Field Judge,Joe Larrew,20181028NYJCHI
778,Referee,Walt Anderson,20181028SEADET
779,Umpire,Carl Paganelli,20181028SEADET
780,Down Judge,Tom Stephan,20181028SEADET
781,Line Judge,Byron Boston,20181028SEADET
782,Back Judge,Lee Dyer,20181028SEADET
783,Side Judge,Rick Patterson,20181028SEADET
784,Field Judge,Terry Brown,20181028SEADET
785,Referee,Alex Kemp,20181028TAMCIN
786,Umpire,Richard Hall,20181028TAMCIN
787,Down Judge,Tom Symonette,20181028TAMCIN
788,Line Judge,Jeff Bergman,20181028TAMCIN
789,Back Judge,Gregory Wilson,20181028TAMCIN
790,Side Judge,Aaron Santi,20181028TAMCIN
791,Field Judge,John Jenkins,20181028TAMCIN
792,Referee,Carl Cheffers,20181028CLEPIT
793,Umpire,Barry Anderson,20181028CLEPIT
794,Down Judge,Mike Spanier,20181028CLEPIT
795,Line Judge,Gary Arthur,20181028CLEPIT
796,Back Judge,Todd Prukop,20181028CLEPIT
797,Side Judge,Land Clark,20181028CLEPIT
798,Field Judge,Eugene Hall,20181028CLEPIT
799,Referee,Shawn Hochuli,20181028DENKAN
800,Umpire,Roy Ellison,20181028DENKAN
801,Down Judge,Ed Camp,20181028DENKAN
802,Line Judge,Greg Bradley,20181028DENKAN
803,Back Judge,Rich Martinez,20181028DENKAN
804,Side Judge,Mike Weatherford,20181028DENKAN
805,Field Judge,Tom Hill,20181028DENKAN
806,Referee,Bill Vinovich,20181028WASNYG
807,Umpire,Bruce Stritesky,20181028WASNYG
808,Down Judge,Phil McKinnely,20181028WASNYG
809,Line Judge,Mark Perlman,20181028WASNYG
810,Back Judge,Steven Patrick,20181028WASNYG
811,Side Judge,Gary Cavaletto,20181028WASNYG
812,Field Judge,Mearl Robinson,20181028WASNYG
813,Referee,John Parry,20181028INDOAK
814,Umpire,Mark Pellis,20181028INDOAK
815,Down Judge,David Oliver,20181028INDOAK
816,Line Judge,Julian Mapp,20181028INDOAK
817,Back Judge,Perry Paganelli,20181028INDOAK
818,Side Judge,Michael Banks,20181028INDOAK
819,Field Judge,Matt Edwards,20181028INDOAK
820,Referee,Ron Torbert,20181028GNBLAR
821,Umpire,Dan Ferrell,20181028GNBLAR
822,Down Judge,Sarah Thomas,20181028GNBLAR
823,Line Judge,Mark Steinkerchner,20181028GNBLAR
824,Back Judge,Greg Meyer,20181028GNBLAR
825,Side Judge,Scott Edwards,20181028GNBLAR
826,Field Judge,Jimmy Buchanan,20181028GNBLAR
827,Referee,Brad Allen,20181028SFOARI
828,Umpire,Ruben Fowler,20181028SFOARI
829,Down Judge,Jim Mello,20181028SFOARI
830,Line Judge,Brian Bolinger,20181028SFOARI
831,Back Judge,Anthony Josselyn,20181028SFOARI
832,Side Judge,Scott Novak,20181028SFOARI
833,Field Judge,Steve Zimmer,20181028SFOARI
834,Referee,Craig Wrolstad,20181028NORMIN
835,Umpire,Paul King,20181028NORMIN
836,Down Judge,Jerod Phillips,20181028NORMIN
837,Line Judge,Carl Johnson,20181028NORMIN
838,Back Judge,Scott Helverson,20181028NORMIN
839,Side Judge,Adrian Hill,20181028NORMIN
840,Field Judge,Jeff Lamberth,20181028NORMIN
841,Referee,Jerome Boger,20181029NWEBUF
842,Umpire,Bill Schuster,20181029NWEBUF
843,Down Judge,Mike Carr,20181029NWEBUF
844,Line Judge,Rusty Baynes,20181029NWEBUF
845,Back Judge,Tony Steratore,20181029NWEBUF
846,Side Judge,Jonah Monroe,20181029NWEBUF
847,Field Judge,Dale Shaw,20181029NWEBUF
848,Referee,Carl Cheffers,20181101OAKSFO
849,Umpire,Barry Anderson,20181101OAKSFO
850,Down Judge,Mike Spanier,20181101OAKSFO
851,Line Judge,Gary Arthur,20181101OAKSFO
852,Back Judge,Greg Meyer,20181101OAKSFO
853,Side Judge,Eugene Hall,20181101OAKSFO
854,Field Judge,Land Clark,20181101OAKSFO
855,Referee,Walt Anderson,20181104ATLWAS
856,Umpire,Carl Paganelli,20181104ATLWAS
857,Down Judge,Tom Stephan,20181104ATLWAS
858,Line Judge,Byron Boston,20181104ATLWAS
859,Back Judge,Lee Dyer,20181104ATLWAS
860,Side Judge,Rick Patterson,20181104ATLWAS
861,Field Judge,Terry Brown,20181104ATLWAS
862,Referee,Tony Corrente,20181104TAMCAR
863,Umpire,Alan Eck,20181104TAMCAR
864,Down Judge,Patrick Turner,20181104TAMCAR
865,Line Judge,Tim Podraza,20181104TAMCAR
866,Back Judge,Todd Prukop,20181104TAMCAR
867,Side Judge,Ryan Dickson,20181104TAMCAR
868,Field Judge,Keith Washington,20181104TAMCAR
869,Referee,Peter Morelli,20181104DETMIN
870,Umpire,Steven Woods,20181104DETMIN
871,Down Judge,Steve Stelljes,20181104DETMIN
872,Line Judge,Jeff Seeman,20181104DETMIN
873,Back Judge,Keith Ferguson,20181104DETMIN
874,Side Judge,Boris Cheek,20181104DETMIN
875,Field Judge,Anthony Jeffries,20181104DETMIN
876,Referee,Craig Wrolstad,20181104PITBAL
877,Umpire,Paul King,20181104PITBAL
878,Down Judge,Jerod Phillips,20181104PITBAL
879,Line Judge,Carl Johnson,20181104PITBAL
880,Back Judge,Scott Helverson,20181104PITBAL
881,Side Judge,Adrian Hill,20181104PITBAL
882,Field Judge,Jeff Lamberth,20181104PITBAL
883,Referee,Shawn Smith,20181104CHIBUF
884,Umpire,Bryan Neale,20181104CHIBUF
885,Down Judge,Mark Hittner,20181104CHIBUF
886,Line Judge,Bart Longson,20181104CHIBUF
887,Back Judge,Dino Paganelli,20181104CHIBUF
888,Side Judge,James Coleman,20181104CHIBUF
889,Field Judge,Brad Rogers,20181104CHIBUF
890,Referee,Ron Torbert,20181104KANCLE
891,Umpire,Dan Ferrell,20181104KANCLE
892,Down Judge,Sarah Thomas,20181104KANCLE
893,Line Judge,Mark Steinkerchner,20181104KANCLE
894,Back Judge,Anthony Josselyn,20181104KANCLE
895,Side Judge,Scott Edwards,20181104KANCLE
896,Field Judge,Jimmy Buchanan,20181104KANCLE
897,Referee,Walt Coleman,20181104NYJMIA
898,Umpire,Jeff Rice,20181104NYJMIA
899,Down Judge,Jerry Bergman,20181104NYJMIA
900,Line Judge,Mark Stewart,20181104NYJMIA
901,Back Judge,Greg Yette,20181104NYJMIA
902,Side Judge,Jabir Walker,20181104NYJMIA
903,Field Judge,Greg Gautreaux,20181104NYJMIA
904,Referee,Shawn Hochuli,20181104LACSEA
905,Umpire,Roy Ellison,20181104LACSEA
906,Down Judge,Ed Camp,20181104LACSEA
907,Line Judge,Greg Bradley,20181104LACSEA
908,Back Judge,Rich Martinez,20181104LACSEA
909,Side Judge,Chad Hill,20181104LACSEA
910,Field Judge,Tom Hill,20181104LACSEA
911,Referee,Clay Martin,20181104HOUDEN
912,Umpire,Fred Bryan,20181104HOUDEN
913,Down Judge,Danny Short,20181104HOUDEN
914,Line Judge,Kent Payne,20181104HOUDEN
915,Back Judge,Gregory Wilson,20181104HOUDEN
916,Side Judge,Brad Freeman,20181104HOUDEN
917,Field Judge,David Meslow,20181104HOUDEN
918,Referee,Bill Vinovich,20181104LARNOR
919,Umpire,Bruce Stritesky,20181104LARNOR
920,Down Judge,Phil McKinnely,20181104LARNOR
921,Line Judge,Mark Perlman,20181104LARNOR
922,Back Judge,Steven Patrick,20181104LARNOR
923,Side Judge,Gary Cavaletto,20181104LARNOR
924,Field Judge,Mearl Robinson,20181104LARNOR
925,Referee,Brad Allen,20181104GNBNWE
926,Umpire,Ruben Fowler,20181104GNBNWE
927,Down Judge,Jim Mello,20181104GNBNWE
928,Line Judge,Brian Bolinger,20181104GNBNWE
929,Back Judge,Terrence Miles,20181104GNBNWE
930,Side Judge,Scott Novak,20181104GNBNWE
931,Field Judge,Steve Zimmer,20181104GNBNWE
932,Referee,Clete Blakeman,20181105TENDAL
933,Umpire,Ramon George,20181105TENDAL
934,Down Judge,Dana McKenzie,20181105TENDAL
935,Line Judge,Walt Coleman IV,20181105TENDAL
936,Back Judge,Jim Quirk,20181105TENDAL
937,Side Judge,Dyrol Prioleau,20181105TENDAL
938,Field Judge,Joe Larrew,20181105TENDAL
939,Referee,Walt Coleman,20181108CARPIT
940,Umpire,Jeff Rice,20181108CARPIT
941,Down Judge,Jerry Bergman,20181108CARPIT
942,Line Judge,Mark Stewart,20181108CARPIT
943,Back Judge,Greg Yette,20181108CARPIT
944,Side Judge,Jabir Walker,20181108CARPIT
945,Field Judge,Greg Gautreaux,20181108CARPIT
946,Referee,Peter Morelli,20181111ATLCLE
947,Umpire,Steven Woods,20181111ATLCLE
948,Down Judge,Steve Stelljes,20181111ATLCLE
949,Line Judge,Jeff Seeman,20181111ATLCLE
950,Back Judge,Keith Ferguson,20181111ATLCLE
951,Side Judge,Boris Cheek,20181111ATLCLE
952,Field Judge,Anthony Jeffries,20181111ATLCLE
953,Referee,Alex Kemp,20181111DETCHI
954,Umpire,Richard Hall,20181111DETCHI
955,Down Judge,Tom Symonette,20181111DETCHI
956,Line Judge,Jeff Bergman,20181111DETCHI
957,Back Judge,Steve Freeman,20181111DETCHI
958,Side Judge,Aaron Santi,20181111DETCHI
959,Field Judge,John Jenkins,20181111DETCHI
960,Referee,Tony Corrente,20181111NORCIN
961,Umpire,Alan Eck,20181111NORCIN
962,Down Judge,Patrick Turner,20181111NORCIN
963,Line Judge,Tim Podraza,20181111NORCIN
964,Back Judge,Todd Prukop,20181111NORCIN
965,Side Judge,Ryan Dickson,20181111NORCIN
966,Field Judge,Steve Zimmer,20181111NORCIN
967,Referee,Jerome Boger,20181111JAXIND
968,Umpire,Bill Schuster,20181111JAXIND
969,Down Judge,Mark Hittner,20181111JAXIND
970,Line Judge,Rusty Baynes,20181111JAXIND
971,Back Judge,Tony Steratore,20181111JAXIND
972,Side Judge,Jonah Monroe,20181111JAXIND
973,Field Judge,Dale Shaw,20181111JAXIND
974,Referee,Carl Cheffers,20181111ARIKAN
975,Umpire,Barry Anderson,20181111ARIKAN
976,Down Judge,Mike Spanier,20181111ARIKAN
977,Line Judge,Gary Arthur,20181111ARIKAN
978,Back Judge,Greg Meyer,20181111ARIKAN
979,Side Judge,Eugene Hall,20181111ARIKAN
980,Field Judge,Land Clark,20181111ARIKAN
981,Referee,Brad Allen,20181111WASTAM
982,Umpire,Ruben Fowler,20181111WASTAM
983,Down Judge,Jim Mello,20181111WASTAM
984,Line Judge,Brian Bolinger,20181111WASTAM
985,Back Judge,Terrence Miles,20181111WASTAM
986,Side Judge,Scott Novak,20181111WASTAM
987,Field Judge,Mike Weatherford,20181111WASTAM
988,Referee,Ron Torbert,20181111BUFNYJ
989,Umpire,Dan Ferrell,20181111BUFNYJ
990,Down Judge,Sarah Thomas,20181111BUFNYJ
991,Line Judge,Mark Steinkerchner,20181111BUFNYJ
992,Back Judge,Anthony Josselyn,20181111BUFNYJ
993,Side Judge,Scott Edwards,20181111BUFNYJ
994,Field Judge,Jimmy Buchanan,20181111BUFNYJ
995,Referee,Bill Vinovich,20181111NWETEN
996,Umpire,Bruce Stritesky,20181111NWETEN
997,Down Judge,Phil McKinnely,20181111NWETEN
998,Line Judge,Mark Perlman,20181111NWETEN
999,Back Judge,Steven Patrick,20181111NWETEN
1000,Side Judge,Gary Cavaletto,20181111NWETEN
1001,Field Judge,Mearl Robinson,20181111NWETEN
1002,Referee,Craig Wrolstad,20181111LACOAK
1003,Umpire,Paul King,20181111LACOAK
1004,Down Judge,Jerod Phillips,20181111LACOAK
1005,Line Judge,Carl Johnson,20181111LACOAK
1006,Back Judge,Scott Helverson,20181111LACOAK
1007,Side Judge,Adrian Hill,20181111LACOAK
1008,Field Judge,Jeff Lamberth,20181111LACOAK
1009,Referee,Clay Martin,20181111MIAGNB
1010,Umpire,Fred Bryan,20181111MIAGNB
1011,Down Judge,Danny Short,20181111MIAGNB
1012,Line Judge,Kent Payne,20181111MIAGNB
1013,Back Judge,Gregory Wilson,20181111MIAGNB
1014,Side Judge,Brad Freeman,20181111MIAGNB
1015,Field Judge,David Meslow,20181111MIAGNB
1016,Referee,John Hussey,20181111SEALAR
1017,Umpire,Tony Michalek,20181111SEALAR
1018,Down Judge,Kevin Codey,20181111SEALAR
1019,Line Judge,Derick Bowers,20181111SEALAR
1020,Back Judge,Greg Steed,20181111SEALAR
1021,Side Judge,Allen Baynes,20181111SEALAR
1022,Field Judge,Don Willard,20181111SEALAR
1023,Referee,John Parry,20181111DALPHI
1024,Umpire,Mark Pellis,20181111DALPHI
1025,Down Judge,David Oliver,20181111DALPHI
1026,Line Judge,Julian Mapp,20181111DALPHI
1027,Back Judge,Perry Paganelli,20181111DALPHI
1028,Side Judge,Michael Banks,20181111DALPHI
1029,Field Judge,Matt Edwards,20181111DALPHI
1030,Referee,Shawn Hochuli,20181112NYGSFO
1031,Umpire,Roy Ellison,20181112NYGSFO
1032,Down Judge,Ed Camp,20181112NYGSFO
1033,Line Judge,Greg Bradley,20181112NYGSFO
1034,Back Judge,Rich Martinez,20181112NYGSFO
1035,Side Judge,Chad Hill,20181112NYGSFO
1036,Field Judge,Tom Hill,20181112NYGSFO
1037,Referee,Tony Corrente,20181115GNBSEA
1038,Umpire,Alan Eck,20181115GNBSEA
1039,Down Judge,Patrick Turner,20181115GNBSEA
1040,Line Judge,Tim Podraza,20181115GNBSEA
1041,Back Judge,Todd Prukop,20181115GNBSEA
1042,Side Judge,Ryan Dickson,20181115GNBSEA
1043,Field Judge,Keith Washington,20181115GNBSEA
