id,date,season,week,attendance,stadiumId,gameDuration,roofType
20190908KANJAX,2019-09-08T13:00:00,2019,Week 1,60157,TIAA Bank Stadium,3:04:00,
20190908BALMIA,2019-09-08T13:00:00,2019,Week 1,65012,Hard Rock Stadium,2:58:00,
20190908WASPHI,2019-09-08T13:00:00,2019,Week 1,69696,Lincoln Financial Field,3:13:00,
20190908CINSEA,2019-09-08T16:05:00,2019,Week 1,68710,CenturyLink Field,3:12:00,
20190908INDLAC,2019-09-08T16:05:00,2019,Week 1,25363,StubHub Center,3:04:00,
20190908DETARI,2019-09-08T16:25:00,2019,Week 1,60687,State Farm Stadium,3:58:00,closed
20190908NYGDAL,2019-09-08T16:25:00,2019,Week 1,90353,AT&T Stadium,3:03:00,closed
20190908SFOTAM,2019-09-08T16:25:00,2019,Week 1,55976,Raymond James Stadium,3:06:00,
20190908PITNWE,2019-09-08T20:20:00,2019,Week 1,65878,Gillette Stadium,3:00:00,
20190909HOUNOR,2019-09-09T19:10:00,2019,Week 1,73039,Mercedes-Benz Superdome,3:14:00,
20190909DENOAK,2019-09-09T22:20:00,2019,Week 1,52359,Ring Central Coliseum,2:49:00,
20190912TAMCAR,2019-09-12T20:20:00,2019,Week 2,71101,Bank of America Stadium,3:51:00,
20190915BUFNYG,2019-09-15T13:00:00,2019,Week 2,74569,MetLife Stadium,3:11:00,
20190915SFOCIN,2019-09-15T13:00:00,2019,Week 2,50666,Paul Brown Stadium,2:59:00,
20190915INDTEN,2019-09-15T13:00:00,2019,Week 2,62849,Nissan Stadium,3:01:00,
20190915ARIBAL,2019-09-15T13:00:00,2019,Week 2,70126,M&T Bank Stadium,3:09:00,
20190915DALWAS,2019-09-15T13:00:00,2019,Week 2,75128,FedExField,2:54:00,
20190915LACDET,2019-09-15T13:00:00,2019,Week 2,60158,Ford Field,2:55:00,
20190915MINGNB,2019-09-15T13:00:00,2019,Week 2,78416,Lambeau Field,3:18:00,
20190915JAXHOU,2019-09-15T13:00:00,2019,Week 2,71651,NRG Stadium,3:04:00,closed
20190915NWEMIA,2019-09-15T13:00:00,2019,Week 2,65513,Hard Rock Stadium,3:09:00,
20190915SEAPIT,2019-09-15T13:00:00,2019,Week 2,65063,Heinz Field,3:14:00,
20190915KANOAK,2019-09-15T16:05:00,2019,Week 2,52748,Ring Central Coliseum,3:12:00,
20190915CHIDEN,2019-09-15T16:25:00,2019,Week 2,76885,Empower Field at Mile High,3:06:00,
20190915NORLAR,2019-09-15T16:25:00,2019,Week 2,71460,Los Angeles Memorial Coliseum,3:09:00,
20190915PHIATL,2019-09-15T20:20:00,2019,Week 2,72443,Mercedes-Benz Stadium,3:16:00,open
20190916CLENYJ,2019-09-16T20:15:00,2019,Week 2,78523,MetLife Stadium,3:02:00,
20190919TENJAX,2019-09-19T20:20:00,2019,Week 3,58613,TIAA Bank Stadium,3:01:00,
20190922ATLIND,2019-09-22T13:00:00,2019,Week 3,60295,Lucas Oil Stadium,2:59:00,closed
20190922CINBUF,2019-09-22T13:00:00,2019,Week 3,69448,New Era Field,3:15:00,
20190922MIADAL,2019-09-22T13:00:00,2019,Week 3,90127,AT&T Stadium,3:08:00,closed
20190922DENGNB,2019-09-22T13:00:00,2019,Week 3,78078,Lambeau Field,2:58:00,
20190922DETPHI,2019-09-22T13:00:00,2019,Week 3,69796,Lincoln Financial Field,3:09:00,
20190922BALKAN,2019-09-22T13:00:00,2019,Week 3,73390,Arrowhead Stadium,3:12:00,
20190922OAKMIN,2019-09-22T13:00:00,2019,Week 3,66738,U.S. Bank Stadium,2:49:00,
20190922NYJNWE,2019-09-22T13:00:00,2019,Week 3,65878,Gillette Stadium,2:58:00,
20190922CARARI,2019-09-22T16:05:00,2019,Week 3,60104,State Farm Stadium,2:56:00,closed
20190922NYGTAM,2019-09-22T16:05:00,2019,Week 3,55070,Raymond James Stadium,3:20:00,
20190922HOULAC,2019-09-22T16:25:00,2019,Week 3,25349,StubHub Center,3:17:00,
20190922NORSEA,2019-09-22T16:25:00,2019,Week 3,69005,CenturyLink Field,3:09:00,
20190922PITSFO,2019-09-22T16:25:00,2019,Week 3,69439,Levi's Stadium,2:57:00,
20190922LARCLE,2019-09-22T20:20:00,2019,Week 3,67431,FirstEnergy Stadium,3:04:00,
20190923CHIWAS,2019-09-23T20:15:00,2019,Week 3,67327,FedExField,3:05:00,
20190926PHIGNB,2019-09-26T20:20:00,2019,Week 4,77509,Lambeau Field,3:27:00,
20190929TENATL,2019-09-29T13:00:00,2019,Week 4,72108,Mercedes-Benz Stadium,2:57:00,closed
20190929NWEBUF,2019-09-29T13:00:00,2019,Week 4,70317,New Era Field,3:19:00,
20190929CARHOU,2019-09-29T13:00:00,2019,Week 4,71699,NRG Stadium,3:06:00,closed
20190929CLEBAL,2019-09-29T13:00:00,2019,Week 4,70686,M&T Bank Stadium,3:08:00,
20190929OAKIND,2019-09-29T13:00:00,2019,Week 4,62259,Lucas Oil Stadium,3:11:00,closed
20190929KANDET,2019-09-29T13:00:00,2019,Week 4,65188,Ford Field,3:34:00,
20190929LACMIA,2019-09-29T13:00:00,2019,Week 4,64278,Hard Rock Stadium,2:52:00,
20190929WASNYG,2019-09-29T13:00:00,2019,Week 4,74149,MetLife Stadium,2:52:00,
20190929SEAARI,2019-09-29T16:05:00,2019,Week 4,60500,State Farm Stadium,2:56:00,closed
20190929TAMLAR,2019-09-29T16:05:00,2019,Week 4,68117,Los Angeles Memorial Coliseum,3:39:00,
20190929MINCHI,2019-09-29T16:25:00,2019,Week 4,62131,Soldier Field,2:59:00,
20190929JAXDEN,2019-09-29T16:25:00,2019,Week 4,76219,Empower Field at Mile High,3:15:00,
20190929DALNOR,2019-09-29T20:20:00,2019,Week 4,73086,Mercedes-Benz Superdome,2:56:00,
20190930CINPIT,2019-09-30T20:15:00,2019,Week 4,57959,Heinz Field,2:56:00,
20191003LARSEA,2019-10-03T20:20:00,2019,Week 5,68988,CenturyLink Field,3:27:00,
20191006NYJPHI,2019-10-06T13:00:00,2019,Week 5,69796,Lincoln Financial Field,3:01:00,
20191006ATLHOU,2019-10-06T13:00:00,2019,Week 5,71787,NRG Stadium,3:13:00,closed
20191006BUFTEN,2019-10-06T13:00:00,2019,Week 5,66910,Nissan Stadium,2:54:00,
20191006JAXCAR,2019-10-06T13:00:00,2019,Week 5,72762,Bank of America Stadium,3:28:00,
20191006CHIOAK,2019-10-06T13:00:00,2019,Week 5,60463,Tottenham Stadium,3:08:00,
20191006ARICIN,2019-10-06T13:00:00,2019,Week 5,46012,Paul Brown Stadium,3:03:00,
20191006MINNYG,2019-10-06T13:00:00,2019,Week 5,75041,MetLife Stadium,3:03:00,
20191006TAMNOR,2019-10-06T13:00:00,2019,Week 5,73029,Mercedes-Benz Superdome,3:07:00,
20191006NWEWAS,2019-10-06T13:00:00,2019,Week 5,76483,FedExField,3:08:00,
20191006BALPIT,2019-10-06T13:00:00,2019,Week 5,64037,Heinz Field,3:23:00,
20191006DENLAC,2019-10-06T16:05:00,2019,Week 5,25357,StubHub Center,3:03:00,
20191006GNBDAL,2019-10-06T16:25:00,2019,Week 5,93024,AT&T Stadium,3:31:00,closed
20191006INDKAN,2019-10-06T20:20:00,2019,Week 5,73352,Arrowhead Stadium,3:15:00,
20191007CLESFO,2019-10-07T20:15:00,2019,Week 5,70585,Levi's Stadium,2:57:00,
20191010NYGNWE,2019-10-10T20:20:00,2019,Week 6,65878,Gillette Stadium,3:02:00,
20191013CARTAM,2019-10-13T09:30:00,2019,Week 6,60087,Tottenham Stadium,3:26:00,
20191013WASMIA,2019-10-13T13:00:00,2019,Week 6,59808,Hard Rock Stadium,3:09:00,
20191013CINBAL,2019-10-13T13:00:00,2019,Week 6,70051,M&T Bank Stadium,3:12:00,
20191013SEACLE,2019-10-13T13:00:00,2019,Week 6,67431,FirstEnergy Stadium,3:31:00,
20191013HOUKAN,2019-10-13T13:00:00,2019,Week 6,73323,Arrowhead Stadium,3:07:00,
20191013NORJAX,2019-10-13T13:00:00,2019,Week 6,64341,TIAA Bank Stadium,2:52:00,
20191013PHIMIN,2019-10-13T13:00:00,2019,Week 6,66837,U.S. Bank Stadium,3:07:00,
20191013ATLARI,2019-10-13T16:05:00,2019,Week 6,60140,State Farm Stadium,3:07:00,closed
20191013SFOLAR,2019-10-13T16:05:00,2019,Week 6,75695,Los Angeles Memorial Coliseum,3:11:00,
20191013DALNYJ,2019-10-13T16:25:00,2019,Week 6,78523,MetLife Stadium,2:59:00,
20191013TENDEN,2019-10-13T16:25:00,2019,Week 6,75815,Empower Field at Mile High,2:55:00,
20191013PITLAC,2019-10-13T20:20:00,2019,Week 6,25425,StubHub Center,2:55:00,
20191014DETGNB,2019-10-14T20:15:00,2019,Week 6,76947,Lambeau Field,3:06:00,
20191017KANDEN,2019-10-17T20:20:00,2019,Week 7,76748,Empower Field at Mile High,2:53:00,
20191020MIABUF,2019-10-20T13:00:00,2019,Week 7,68340,New Era Field,3:00:00,
20191020HOUIND,2019-10-20T13:00:00,2019,Week 7,59977,Lucas Oil Stadium,3:10:00,open
20191020MINDET,2019-10-20T13:00:00,2019,Week 7,60314,Ford Field,3:11:00,
20191020SFOWAS,2019-10-20T13:00:00,2019,Week 7,61459,FedExField,2:36:00,
20191020LARATL,2019-10-20T13:00:00,2019,Week 7,71856,Mercedes-Benz Stadium,3:03:00,open
20191020JAXCIN,2019-10-20T13:00:00,2019,Week 7,42784,Paul Brown Stadium,3:17:00,
20191020ARINYG,2019-10-20T13:00:00,2019,Week 7,73577,MetLife Stadium,3:03:00,
20191020OAKGNB,2019-10-20T13:00:00,2019,Week 7,78160,Lambeau Field,2:59:00,
20191020LACTEN,2019-10-20T16:05:00,2019,Week 7,62431,Nissan Stadium,3:10:00,
20191020NORCHI,2019-10-20T16:25:00,2019,Week 7,62306,Soldier Field,3:28:00,
20191020BALSEA,2019-10-20T16:25:00,2019,Week 7,69012,CenturyLink Field,3:05:00,
20191020PHIDAL,2019-10-20T20:20:00,2019,Week 7,91213,AT&T Stadium,3:01:00,closed
20191021NWENYJ,2019-10-21T20:15:00,2019,Week 7,78523,MetLife Stadium,3:10:00,
20191024WASMIN,2019-10-24T20:20:00,2019,Week 8,66776,U.S. Bank Stadium,2:39:00,
20191027PHIBUF,2019-10-27T13:00:00,2019,Week 8,69435,New Era Field,3:01:00,
20191027LACCHI,2019-10-27T13:00:00,2019,Week 8,61632,Soldier Field,2:56:00,
20191027DENIND,2019-10-27T13:00:00,2019,Week 8,61653,Lucas Oil Stadium,3:14:00,open
20191027NYGDET,2019-10-27T13:00:00,2019,Week 8,58509,Ford Field,3:02:00,
20191027SEAATL,2019-10-27T13:00:00,2019,Week 8,71483,Mercedes-Benz Stadium,3:00:00,open
20191027CINLAR,2019-10-27T13:00:00,2019,Week 8,83720,Wembley Stadium,3:05:00,
20191027ARINOR,2019-10-27T13:00:00,2019,Week 8,73064,Mercedes-Benz Superdome,2:55:00,
20191027NYJJAX,2019-10-27T13:00:00,2019,Week 8,57833,TIAA Bank Stadium,3:15:00,
20191027TAMTEN,2019-10-27T13:00:00,2019,Week 8,62073,Nissan Stadium,3:22:00,
20191027CARSFO,2019-10-27T16:05:00,2019,Week 8,69083,Levi's Stadium,3:04:00,
20191027CLENWE,2019-10-27T16:25:00,2019,Week 8,65878,Gillette Stadium,3:11:00,
20191027OAKHOU,2019-10-27T16:25:00,2019,Week 8,71893,NRG Stadium,3:08:00,closed
20191027GNBKAN,2019-10-27T20:20:00,2019,Week 8,73558,Arrowhead Stadium,3:07:00,
20191028MIAPIT,2019-10-28T20:15:00,2019,Week 8,59244,Heinz Field,3:15:00,
20191031SFOARI,2019-10-31T20:20:00,2019,Week 9,60986,State Farm Stadium,3:10:00,closed
20191103HOUJAX,2019-11-03T09:30:00,2019,Week 9,84771,Wembley Stadium,2:57:00,
20191103WASBUF,2019-11-03T13:00:00,2019,Week 9,67685,New Era Field,2:40:00,
20191103TENCAR,2019-11-03T13:00:00,2019,Week 9,72540,Bank of America Stadium,3:17:00,
20191103CHIPHI,2019-11-03T13:00:00,2019,Week 9,69796,Lincoln Financial Field,3:02:00,
20191103INDPIT,2019-11-03T13:00:00,2019,Week 9,61115,Heinz Field,3:03:00,
20191103NYJMIA,2019-11-03T13:00:00,2019,Week 9,59229,Hard Rock Stadium,3:19:00,
20191103MINKAN,2019-11-03T13:00:00,2019,Week 9,73615,Arrowhead Stadium,3:07:00,
20191103DETOAK,2019-11-03T16:05:00,2019,Week 9,53318,Ring Central Coliseum,3:03:00,
20191103TAMSEA,2019-11-03T16:05:00,2019,Week 9,68948,CenturyLink Field,3:29:00,
20191103CLEDEN,2019-11-03T16:25:00,2019,Week 9,76743,Empower Field at Mile High,3:08:00,
20191103GNBLAC,2019-11-03T16:25:00,2019,Week 9,25435,StubHub Center,2:53:00,
20191103NWEBAL,2019-11-03T20:20:00,2019,Week 9,71157,M&T Bank Stadium,2:59:00,
20191104DALNYG,2019-11-04T20:15:00,2019,Week 9,76107,MetLife Stadium,3:14:00,
20191107LACOAK,2019-11-07T20:20:00,2019,Week 10,51954,Ring Central Coliseum,3:13:00,
20191110ATLNOR,2019-11-10T13:00:00,2019,Week 10,73283,Mercedes-Benz Superdome,3:10:00,
20191110BUFCLE,2019-11-10T13:00:00,2019,Week 10,67431,FirstEnergy Stadium,3:14:00,
20191110DETCHI,2019-11-10T13:00:00,2019,Week 10,61758,Soldier Field,3:07:00,
20191110BALCIN,2019-11-10T13:00:00,2019,Week 10,45918,Paul Brown Stadium,2:50:00,
20191110ARITAM,2019-11-10T13:00:00,2019,Week 10,40038,Raymond James Stadium,3:23:00,
20191110KANTEN,2019-11-10T13:00:00,2019,Week 10,68864,Nissan Stadium,3:12:00,
20191110NYGNYJ,2019-11-10T13:00:00,2019,Week 10,78523,MetLife Stadium,3:11:00,
20191110MIAIND,2019-11-10T16:05:00,2019,Week 10,60510,Lucas Oil Stadium,3:02:00,closed
20191110CARGNB,2019-11-10T16:25:00,2019,Week 10,78090,Lambeau Field,3:17:00,
20191110LARPIT,2019-11-10T16:25:00,2019,Week 10,63627,Heinz Field,3:32:00,
20191110MINDAL,2019-11-10T20:20:00,2019,Week 10,91188,AT&T Stadium,3:02:00,closed
20191111SEASFO,2019-11-11T20:15:00,2019,Week 10,71404,Levi's Stadium,3:49:00,
20191114PITCLE,2019-11-14T20:20:00,2019,Week 11,67431,FirstEnergy Stadium,3:26:00,
20191117ATLCAR,2019-11-17T13:00:00,2019,Week 11,73106,Bank of America Stadium,3:04:00,
20191117BUFMIA,2019-11-17T13:00:00,2019,Week 11,64187,Hard Rock Stadium,3:20:00,
20191117JAXIND,2019-11-17T13:00:00,2019,Week 11,61986,Lucas Oil Stadium,3:00:00,closed
20191117DALDET,2019-11-17T13:00:00,2019,Week 11,61801,Ford Field,3:14:00,
20191117DENMIN,2019-11-17T13:00:00,2019,Week 11,66883,U.S. Bank Stadium,3:15:00,
20191117HOUBAL,2019-11-17T13:00:00,2019,Week 11,70731,M&T Bank Stadium,2:56:00,
20191117NORTAM,2019-11-17T13:00:00,2019,Week 11,54333,Raymond James Stadium,3:02:00,
20191117NYJWAS,2019-11-17T13:00:00,2019,Week 11,56426,FedExField,3:16:00,
20191117ARISFO,2019-11-17T16:05:00,2019,Week 11,69419,Levi's Stadium,3:20:00,
20191117CINOAK,2019-11-17T16:25:00,2019,Week 11,51921,Ring Central Coliseum,3:04:00,
20191117NWEPHI,2019-11-17T16:25:00,2019,Week 11,69796,Lincoln Financial Field,3:18:00,
20191117CHILAR,2019-11-17T20:20:00,2019,Week 11,70758,Los Angeles Memorial Coliseum,2:52:00,
20191118KANLAC,2019-11-18T20:15:00,2019,Week 11,76252,Azteca Stadium,3:22:00,
20191121INDHOU,2019-11-21T20:20:00,2019,Week 12,71727,NRG Stadium,2:58:00,closed
20191124TAMATL,2019-11-24T13:00:00,2019,Week 12,71463,Mercedes-Benz Stadium,3:22:00,closed
20191124DENBUF,2019-11-24T13:00:00,2019,Week 12,67338,New Era Field,2:57:00,
20191124CARNOR,2019-11-24T13:00:00,2019,Week 12,73068,Mercedes-Benz Superdome,3:26:00,
20191124NYGCHI,2019-11-24T13:00:00,2019,Week 12,61581,Soldier Field,3:02:00,
20191124PITCIN,2019-11-24T13:00:00,2019,Week 12,47423,Paul Brown Stadium,3:08:00,
20191124MIACLE,2019-11-24T13:00:00,2019,Week 12,67431,FirstEnergy Stadium,3:09:00,
20191124DETWAS,2019-11-24T13:00:00,2019,Week 12,57754,FedExField,3:15:00,
20191124OAKNYJ,2019-11-24T13:00:00,2019,Week 12,78523,MetLife Stadium,2:52:00,
20191124SEAPHI,2019-11-24T13:00:00,2019,Week 12,69796,Lincoln Financial Field,3:12:00,
20191124JAXTEN,2019-11-24T16:05:00,2019,Week 12,60926,Nissan Stadium,3:01:00,
20191124DALNWE,2019-11-24T16:25:00,2019,Week 12,65878,Gillette Stadium,3:06:00,
20191124GNBSFO,2019-11-24T20:20:00,2019,Week 12,71500,Levi's Stadium,2:56:00,
20191125BALLAR,2019-11-25T20:15:00,2019,Week 12,72409,Los Angeles Memorial Coliseum,2:54:00,
20191128CHIDET,2019-11-28T12:30:00,2019,Week 13,65412,Ford Field,3:23:00,
20191128BUFDAL,2019-11-28T16:30:00,2019,Week 13,90445,AT&T Stadium,3:11:00,closed
20191128NORATL,2019-11-28T20:20:00,2019,Week 13,71993,Mercedes-Benz Stadium,3:12:00,closed
20191201WASCAR,2019-12-01T13:00:00,2019,Week 13,71504,Bank of America Stadium,3:32:00,
20191201NYJCIN,2019-12-01T13:00:00,2019,Week 13,39804,Paul Brown Stadium,3:11:00,
20191201CLEPIT,2019-12-01T13:00:00,2019,Week 13,62157,Heinz Field,3:10:00,
20191201TENIND,2019-12-01T13:00:00,2019,Week 13,60361,Lucas Oil Stadium,3:07:00,closed
20191201GNBNYG,2019-12-01T13:00:00,2019,Week 13,75950,MetLife Stadium,2:56:00,
20191201TAMJAX,2019-12-01T13:00:00,2019,Week 13,62633,TIAA Bank Stadium,3:20:00,
20191201PHIMIA,2019-12-01T13:00:00,2019,Week 13,65545,Hard Rock Stadium,3:27:00,
20191201SFOBAL,2019-12-01T13:00:00,2019,Week 13,71029,M&T Bank Stadium,2:56:00,
20191201LARARI,2019-12-01T16:05:00,2019,Week 13,60944,State Farm Stadium,3:01:00,closed
20191201LACDEN,2019-12-01T16:25:00,2019,Week 13,74638,Empower Field at Mile High,3:01:00,
20191201OAKKAN,2019-12-01T16:25:00,2019,Week 13,73548,Arrowhead Stadium,2:53:00,
20191201NWEHOU,2019-12-01T20:20:00,2019,Week 13,72025,NRG Stadium,3:16:00,closed
20191202MINSEA,2019-12-02T20:15:00,2019,Week 13,69080,CenturyLink Field,3:13:00,
20191205DALCHI,2019-12-05T20:20:00,2019,Week 14,61276,Soldier Field,3:14:00,
20191208CARATL,2019-12-08T13:00:00,2019,Week 14,70592,Mercedes-Benz Stadium,3:11:00,closed
20191208BALBUF,2019-12-08T13:00:00,2019,Week 14,69134,New Era Field,3:11:00,
20191208CINCLE,2019-12-08T13:00:00,2019,Week 14,67431,FirstEnergy Stadium,3:15:00,
20191208INDTAM,2019-12-08T13:00:00,2019,Week 14,50232,Raymond James Stadium,3:14:00,
20191208DENHOU,2019-12-08T13:00:00,2019,Week 14,71769,NRG Stadium,3:12:00,closed
20191208DETMIN,2019-12-08T13:00:00,2019,Week 14,66776,U.S. Bank Stadium,3:07:00,
20191208WASGNB,2019-12-08T13:00:00,2019,Week 14,77296,Lambeau Field,2:59:00,
20191208MIANYJ,2019-12-08T13:00:00,2019,Week 14,78523,MetLife Stadium,3:06:00,
20191208SFONOR,2019-12-08T13:00:00,2019,Week 14,73038,Mercedes-Benz Superdome,3:23:00,
20191208LACJAX,2019-12-08T16:05:00,2019,Week 14,57866,TIAA Bank Stadium,2:57:00,
20191208PITARI,2019-12-08T16:25:00,2019,Week 14,63880,State Farm Stadium,2:46:00,closed
20191208KANNWE,2019-12-08T16:25:00,2019,Week 14,65878,Gillette Stadium,3:15:00,
20191208TENOAK,2019-12-08T16:25:00,2019,Week 14,52760,Ring Central Coliseum,2:58:00,
20191208SEALAR,2019-12-08T20:20:00,2019,Week 14,71501,Los Angeles Memorial Coliseum,3:01:00,
20191209NYGPHI,2019-12-09T20:15:00,2019,Week 14,69796,Lincoln Financial Field,3:20:00,
20191212NYJBAL,2019-12-12T20:20:00,2019,Week 15,70545,M&T Bank Stadium,3:00:00,
20191215SEACAR,2019-12-15T13:00:00,2019,Week 15,72544,Bank of America Stadium,3:06:00,
20191215CHIGNB,2019-12-15T13:00:00,2019,Week 15,78266,Lambeau Field,3:17:00,
20191215NWECIN,2019-12-15T13:00:00,2019,Week 15,57066,Paul Brown Stadium,3:05:00,
20191215DENKAN,2019-12-15T13:00:00,2019,Week 15,73257,Arrowhead Stadium,2:57:00,
20191215TAMDET,2019-12-15T13:00:00,2019,Week 15,56515,Ford Field,3:14:00,
20191215HOUTEN,2019-12-15T13:00:00,2019,Week 15,65265,Nissan Stadium,3:02:00,
20191215MIANYG,2019-12-15T13:00:00,2019,Week 15,72894,MetLife Stadium,3:11:00,
20191215PHIWAS,2019-12-15T13:00:00,2019,Week 15,63246,FedExField,3:09:00,
20191215CLEARI,2019-12-15T16:05:00,2019,Week 15,63345,State Farm Stadium,3:00:00,closed
20191215JAXOAK,2019-12-15T16:05:00,2019,Week 15,52788,Ring Central Coliseum,3:03:00,
20191215MINLAC,2019-12-15T16:05:00,2019,Week 15,25446,StubHub Center,2:59:00,
20191215ATLSFO,2019-12-15T16:25:00,2019,Week 15,70910,Levi's Stadium,3:14:00,
20191215LARDAL,2019-12-15T16:25:00,2019,Week 15,90436,AT&T Stadium,3:14:00,closed
20191215BUFPIT,2019-12-15T20:20:00,2019,Week 15,64694,Heinz Field,3:01:00,
20191216INDNOR,2019-12-16T20:15:00,2019,Week 15,73053,Mercedes-Benz Superdome,2:55:00,
20191221HOUTAM,2019-12-21T13:00:00,2019,Week 16,49036,Raymond James Stadium,3:15:00,
20191221BUFNWE,2019-12-21T16:30:00,2019,Week 16,65878,Gillette Stadium,3:03:00,
20191221LARSFO,2019-12-21T20:15:00,2019,Week 16,70103,Levi's Stadium,3:06:00,
20191222JAXATL,2019-12-22T13:00:00,2019,Week 16,70873,Mercedes-Benz Stadium,2:57:00,closed
20191222CARIND,2019-12-22T13:00:00,2019,Week 16,61845,Lucas Oil Stadium,3:02:00,closed
20191222CINMIA,2019-12-22T13:00:00,2019,Week 16,60968,Hard Rock Stadium,4:00:00,
20191222BALCLE,2019-12-22T13:00:00,2019,Week 16,67431,FirstEnergy Stadium,3:05:00,
20191222NORTEN,2019-12-22T13:00:00,2019,Week 16,66756,Nissan Stadium,3:20:00,
20191222NYGWAS,2019-12-22T13:00:00,2019,Week 16,66083,FedExField,3:36:00,
20191222PITNYJ,2019-12-22T13:00:00,2019,Week 16,78523,MetLife Stadium,2:53:00,
20191222DETDEN,2019-12-22T16:05:00,2019,Week 16,74115,Empower Field at Mile High,2:54:00,
20191222OAKLAC,2019-12-22T16:05:00,2019,Week 16,25380,StubHub Center,3:01:00,
20191222ARISEA,2019-12-22T16:25:00,2019,Week 16,69022,CenturyLink Field,3:18:00,
20191222DALPHI,2019-12-22T16:25:00,2019,Week 16,69796,Lincoln Financial Field,3:08:00,
20191222KANCHI,2019-12-22T20:20:00,2019,Week 16,62213,Soldier Field,2:47:00,
20191223GNBMIN,2019-12-23T20:15:00,2019,Week 16,67157,U.S. Bank Stadium,3:09:00,
20191229ATLTAM,2019-12-29T13:00:00,2019,Week 17,50417,Raymond James Stadium,3:13:00,
20191229NYJBUF,2019-12-29T13:00:00,2019,Week 17,69016,New Era Field,3:01:00,
20191229NORCAR,2019-12-29T13:00:00,2019,Week 17,72203,Bank of America Stadium,3:06:00,
20191229CHIMIN,2019-12-29T13:00:00,2019,Week 17,66913,U.S. Bank Stadium,2:56:00,
20191229CLECIN,2019-12-29T13:00:00,2019,Week 17,47759,Paul Brown Stadium,3:00:00,
20191229GNBDET,2019-12-29T13:00:00,2019,Week 17,62840,Ford Field,3:20:00,
20191229LACKAN,2019-12-29T13:00:00,2019,Week 17,73680,Arrowhead Stadium,3:03:00,
20191229MIANWE,2019-12-29T13:00:00,2019,Week 17,65878,Gillette Stadium,3:01:00,
20191229INDJAX,2019-12-29T16:25:00,2019,Week 17,58472,TIAA Bank Stadium,3:03:00,
20191229ARILAR,2019-12-29T16:25:00,2019,Week 17,68665,Los Angeles Memorial Coliseum,3:19:00,
20191229WASDAL,2019-12-29T16:25:00,2019,Week 17,90646,AT&T Stadium,3:14:00,closed
20191229OAKDEN,2019-12-29T16:25:00,2019,Week 17,76334,Empower Field at Mile High,3:22:00,
20191229TENHOU,2019-12-29T16:25:00,2019,Week 17,71794,NRG Stadium,2:53:00,closed
20191229PHINYG,2019-12-29T16:25:00,2019,Week 17,75029,MetLife Stadium,3:14:00,
20191229PITBAL,2019-12-29T16:25:00,2019,Week 17,70695,M&T Bank Stadium,3:02:00,
20191229SFOSEA,2019-12-29T20:20:00,2019,Week 17,69162,CenturyLink Field,3:05:00,
20200104BUFHOU,2020-01-04T16:35:00,2019,Playoffs,71699,NRG Stadium,3:38:00,closed
20200104TENNWE,2020-01-04T20:15:00,2019,Playoffs,65878,Gillette Stadium,2:57:00,
20200105MINNOR,2020-01-05T13:05:00,2019,Playoffs,73038,Mercedes-Benz Superdome,3:18:00,
20200105SEAPHI,2020-01-05T16:40:00,2019,Playoffs,69796,Lincoln Financial Field,2:57:00,
20200111MINSFO,2020-01-11T16:35:00,2019,Playoffs,71649,Levi's Stadium,2:49:00,
20200111TENBAL,2020-01-11T20:15:00,2019,Playoffs,71254,M&T Bank Stadium,3:13:00,
20200112HOUKAN,2020-01-12T15:05:00,2019,Playoffs,73503,Arrowhead Stadium,3:25:00,
20200112SEAGNB,2020-01-12T18:40:00,2019,Playoffs,78998,Lambeau Field,3:09:00,
20200119TENKAN,2020-01-19T15:05:00,2019,Playoffs,73656,Arrowhead Stadium,3:04:00,
20200119GNBSFO,2020-01-19T18:40:00,2019,Playoffs,72211,Levi's Stadium,3:03:00,
20200202SFOKAN,2020-02-02T18:30:00,2019,Playoffs,62417,Hard Rock Stadium,3:29:00,
20200910HOUKAN,2020-09-10T20:20:00,2020,Week 1,15895,Arrowhead Stadium,2:53:00,
20200913SEAATL,2020-09-13T13:00:00,2020,Week 1,,Mercedes-Benz Stadium,3:07:00,closed
20200913NYJBUF,2020-09-13T13:00:00,2020,Week 1,,Bills Stadium,3:10:00,
20200913LVRCAR,2020-09-13T13:00:00,2020,Week 1,,Bank of America Stadium,3:00:00,
20200913CHIDET,2020-09-13T13:00:00,2020,Week 1,,Ford Field,3:16:00,
20200913CLEBAL,2020-09-13T13:00:00,2020,Week 1,,M&T Bank Stadium,3:01:00,
20200913INDJAX,2020-09-13T13:00:00,2020,Week 1,14100,TIAA Bank Stadium,2:53:00,
20200913GNBMIN,2020-09-13T13:00:00,2020,Week 1,,U.S. Bank Stadium,3:12:00,
20200913MIANWE,2020-09-13T13:00:00,2020,Week 1,,Gillette Stadium,2:45:00,
20200913PHIWAS,2020-09-13T13:00:00,2020,Week 1,,FedExField,3:15:00,
20200913LACCIN,2020-09-13T16:05:00,2020,Week 1,,Paul Brown Stadium,3:17:00,
20200913ARISFO,2020-09-13T16:25:00,2020,Week 1,,Levi's Stadium,3:04:00,
20200913TAMNOR,2020-09-13T16:25:00,2020,Week 1,,Mercedes-Benz Superdome,3:21:00,
20200913DALLAR,2020-09-13T20:20:00,2020,Week 1,,SoFi Stadium,2:56:00,
20200914PITNYG,2020-09-14T19:15:00,2020,Week 1,,MetLife Stadium,2:55:00,
