id,date,season,week,attendance,stadiumId,gameDuration,roofType
20210919TENSEA,2021-09-19T16:25:00,2021,Week 2,68585,Lumen Field,3:27:00,
20210919KANBAL,2021-09-19T20:20:00,2021,Week 2,70417,M&T Bank Stadium,3:02:00,
20210920DETGNB,2021-09-20T20:15:00,2021,Week 2,77240,Lambeau Field,2:55:00,
20210923CARHOU,2021-09-23T20:20:00,2021,Week 3,68320,NRG Stadium,2:52:00,closed
20210926ATLNYG,2021-09-26T13:00:00,2021,Week 3,75307,MetLife Stadium,2:59:00,
20210926WASBUF,2021-09-26T13:00:00,2021,Week 3,68434,Highmark Stadium,3:06:00,
20210926CHICLE,2021-09-26T13:00:00,2021,Week 3,67431,FirstEnergy Stadium,3:01:00,
20210926CINPIT,2021-09-26T13:00:00,2021,Week 3,58076,Heinz Field,3:02:00,
20210926INDTEN,2021-09-26T13:00:00,2021,Week 3,67914,Nissan Stadium,3:01:00,
20210926ARIJAX,2021-09-26T13:00:00,2021,Week 3,58012,TIAA Bank Stadium,3:03:00,
20210926BALDET,2021-09-26T13:00:00,2021,Week 3,50788,Ford Field,3:07:00,
20210926LACKAN,2021-09-26T13:00:00,2021,Week 3,72980,GEHA Field at Arrowhead Stadium,3:07:00,
20210926NORNWE,2021-09-26T13:00:00,2021,Week 3,65878,Gillette Stadium,3:02:00,
20210926NYJDEN,2021-09-26T16:05:00,2021,Week 3,75882,Empower Field at Mile High,2:54:00,
20210926MIALVR,2021-09-26T16:05:00,2021,Week 3,59311,Allegiant Stadium,3:44:00,
20210926SEAMIN,2021-09-26T16:25:00,2021,Week 3,66729,U.S. Bank Stadium,2:57:00,
20210926TAMLAR,2021-09-26T16:25:00,2021,Week 3,73205,SoFi Stadium,3:06:00,
20210926GNBSFO,2021-09-26T20:20:00,2021,Week 3,69853,Levi's Stadium,3:08:00,
20210927PHIDAL,2021-09-27T20:15:00,2021,Week 3,93267,AT&T Stadium,3:10:00,open
20210930JAXCIN,2021-09-30T20:20:00,2021,Week 4,63198,Paul Brown Stadium,2:59:00,
20211003WASATL,2021-10-03T13:00:00,2021,Week 4,68333,Mercedes-Benz Stadium,3:20:00,open
20211003HOUBUF,2021-10-03T13:00:00,2021,Week 4,68087,Highmark Stadium,2:58:00,
20211003CARDAL,2021-10-03T13:00:00,2021,Week 4,93262,AT&T Stadium,3:12:00,closed
20211003DETCHI,2021-10-03T13:00:00,2021,Week 4,61468,Soldier Field,2:57:00,
20211003CLEMIN,2021-10-03T13:00:00,2021,Week 4,66703,U.S. Bank Stadium,3:10:00,
20211003INDMIA,2021-10-03T13:00:00,2021,Week 4,64571,Hard Rock Stadium,3:00:00,
20211003KANPHI,2021-10-03T13:00:00,2021,Week 4,69796,Lincoln Financial Field,3:09:00,
20211003NYGNOR,2021-10-03T13:00:00,2021,Week 4,69170,Caesars Superdome,3:12:00,
20211003TENNYJ,2021-10-03T13:00:00,2021,Week 4,70232,MetLife Stadium,3:48:00,
20211003ARILAR,2021-10-03T16:05:00,2021,Week 4,70003,SoFi Stadium,3:05:00,
20211003SEASFO,2021-10-03T16:05:00,2021,Week 4,68912,Levi's Stadium,3:09:00,
20211003BALDEN,2021-10-03T16:25:00,2021,Week 4,76490,Empower Field at Mile High,3:01:00,
20211003PITGNB,2021-10-03T16:25:00,2021,Week 4,78281,Lambeau Field,3:03:00,
20211003TAMNWE,2021-10-03T20:20:00,2021,Week 4,65878,Gillette Stadium,3:17:00,
20211004LVRLAC,2021-10-04T20:15:00,2021,Week 4,70240,SoFi Stadium,2:58:00,
20211007LARSEA,2021-10-07T20:20:00,2021,Week 5,68747,Lumen Field,3:05:00,
20211010NYJATL,2021-10-10T09:30:00,2021,Week 5,60589,Tottenham Stadium,2:56:00,
20211010PHICAR,2021-10-10T13:00:00,2021,Week 5,72545,Bank of America Stadium,3:10:00,
20211010GNBCIN,2021-10-10T13:00:00,2021,Week 5,64195,Paul Brown Stadium,3:22:00,
20211010DENPIT,2021-10-10T13:00:00,2021,Week 5,59841,Heinz Field,3:04:00,
20211010DETMIN,2021-10-10T13:00:00,2021,Week 5,66538,U.S. Bank Stadium,2:55:00,
20211010NWEHOU,2021-10-10T13:00:00,2021,Week 5,68450,NRG Stadium,3:01:00,closed
20211010TENJAX,2021-10-10T13:00:00,2021,Week 5,58282,TIAA Bank Stadium,3:07:00,
20211010MIATAM,2021-10-10T13:00:00,2021,Week 5,65570,Raymond James Stadium,2:58:00,
20211010NORWAS,2021-10-10T13:00:00,2021,Week 5,50137,FedExField,3:15:00,
20211010CHILVR,2021-10-10T16:05:00,2021,Week 5,59122,Allegiant Stadium,3:07:00,
20211010CLELAC,2021-10-10T16:05:00,2021,Week 5,70240,SoFi Stadium,3:21:00,
20211010SFOARI,2021-10-10T16:25:00,2021,Week 5,62716,State Farm Stadium,3:03:00,closed
20211010NYGDAL,2021-10-10T16:25:00,2021,Week 5,93476,AT&T Stadium,3:14:00,closed
20211010BUFKAN,2021-10-10T20:20:00,2021,Week 5,73389,GEHA Field at Arrowhead Stadium,4:14:00,
20211011INDBAL,2021-10-11T20:15:00,2021,Week 5,70510,M&T Bank Stadium,3:15:00,
20211014TAMPHI,2021-10-14T20:20:00,2021,Week 6,69796,Lincoln Financial Field,3:00:00,
20211017MIAJAX,2021-10-17T09:30:00,2021,Week 6,60784,Tottenham Stadium,3:12:00,
20211017MINCAR,2021-10-17T13:00:00,2021,Week 6,72104,Bank of America Stadium,3:41:00,
20211017GNBCHI,2021-10-17T13:00:00,2021,Week 6,62332,Soldier Field,3:01:00,
20211017CINDET,2021-10-17T13:00:00,2021,Week 6,50831,Ford Field,2:57:00,
20211017HOUIND,2021-10-17T13:00:00,2021,Week 6,57947,Lucas Oil Stadium,2:55:00,open
20211017KANWAS,2021-10-17T13:00:00,2021,Week 6,51322,FedExField,3:05:00,
20211017LARNYG,2021-10-17T13:00:00,2021,Week 6,73920,MetLife Stadium,3:02:00,
20211017LACBAL,2021-10-17T13:00:00,2021,Week 6,70704,M&T Bank Stadium,2:54:00,
20211017ARICLE,2021-10-17T16:05:00,2021,Week 6,67431,FirstEnergy Stadium,2:57:00,
20211017DALNWE,2021-10-17T16:25:00,2021,Week 6,65878,Gillette Stadium,3:25:00,
20211017LVRDEN,2021-10-17T16:25:00,2021,Week 6,76854,Empower Field at Mile High,3:10:00,
20211017SEAPIT,2021-10-17T20:20:00,2021,Week 6,60821,Heinz Field,3:40:00,
20211018BUFTEN,2021-10-18T20:15:00,2021,Week 6,69419,Nissan Stadium,3:08:00,
20211021DENCLE,2021-10-21T20:20:00,2021,Week 7,67431,FirstEnergy Stadium,2:54:00,
20211024ATLMIA,2021-10-24T13:00:00,2021,Week 7,62739,Hard Rock Stadium,3:09:00,
20211024CARNYG,2021-10-24T13:00:00,2021,Week 7,71889,MetLife Stadium,3:01:00,
20211024CINBAL,2021-10-24T13:00:00,2021,Week 7,70659,M&T Bank Stadium,3:15:00,
20211024WASGNB,2021-10-24T13:00:00,2021,Week 7,78219,Lambeau Field,3:07:00,
20211024KANTEN,2021-10-24T13:00:00,2021,Week 7,69484,Nissan Stadium,2:58:00,
20211024NYJNWE,2021-10-24T13:00:00,2021,Week 7,65878,Gillette Stadium,3:10:00,
20211024DETLAR,2021-10-24T16:05:00,2021,Week 7,70540,SoFi Stadium,3:08:00,
20211024PHILVR,2021-10-24T16:05:00,2021,Week 7,62000,Allegiant Stadium,3:01:00,
20211024CHITAM,2021-10-24T16:25:00,2021,Week 7,65635,Raymond James Stadium,2:56:00,
20211024HOUARI,2021-10-24T16:25:00,2021,Week 7,60297,State Farm Stadium,2:59:00,closed
20211024INDSFO,2021-10-24T20:20:00,2021,Week 7,56576,Levi's Stadium,3:02:00,
20211025NORSEA,2021-10-25T20:15:00,2021,Week 7,68563,Lumen Field,3:03:00,
20211028GNBARI,2021-10-28T20:20:00,2021,Week 8,63696,State Farm Stadium,3:12:00,open
20211031CARATL,2021-10-31T13:00:00,2021,Week 8,68583,Mercedes-Benz Stadium,2:54:00,open
20211031MIABUF,2021-10-31T13:00:00,2021,Week 8,69355,Highmark Stadium,3:11:00,
20211031SFOCHI,2021-10-31T13:00:00,2021,Week 8,60877,Soldier Field,3:02:00,
20211031CINNYJ,2021-10-31T13:00:00,2021,Week 8,67503,MetLife Stadium,3:18:00,
20211031PITCLE,2021-10-31T13:00:00,2021,Week 8,67431,FirstEnergy Stadium,3:01:00,
20211031TENIND,2021-10-31T13:00:00,2021,Week 8,59175,Lucas Oil Stadium,3:33:00,open
20211031PHIDET,2021-10-31T13:00:00,2021,Week 8,47192,Ford Field,2:48:00,
20211031LARHOU,2021-10-31T13:00:00,2021,Week 8,66013,NRG Stadium,2:55:00,closed
20211031JAXSEA,2021-10-31T16:05:00,2021,Week 8,67243,Lumen Field,2:55:00,
20211031NWELAC,2021-10-31T16:05:00,2021,Week 8,70240,SoFi Stadium,3:07:00,
20211031TAMNOR,2021-10-31T16:25:00,2021,Week 8,69170,Caesars Superdome,3:09:00,
20211031WASDEN,2021-10-31T16:25:00,2021,Week 8,75973,Empower Field at Mile High,2:56:00,
20211031DALMIN,2021-10-31T20:20:00,2021,Week 8,66633,U.S. Bank Stadium,3:11:00,
20211101NYGKAN,2021-11-01T20:15:00,2021,Week 8,72898,GEHA Field at Arrowhead Stadium,3:05:00,
20211104NYJIND,2021-11-04T20:20:00,2021,Week 9,59593,Lucas Oil Stadium,3:12:00,closed
20211107ATLNOR,2021-11-07T13:00:00,2021,Week 9,69170,Caesars Superdome,3:03:00,
20211107BUFJAX,2021-11-07T13:00:00,2021,Week 9,63110,TIAA Bank Stadium,3:10:00,
20211107DENDAL,2021-11-07T13:00:00,2021,Week 9,93503,AT&T Stadium,3:02:00,closed
20211107MINBAL,2021-11-07T13:00:00,2021,Week 9,70599,M&T Bank Stadium,3:32:00,
20211107NWECAR,2021-11-07T13:00:00,2021,Week 9,72203,Bank of America Stadium,2:54:00,
20211107CLECIN,2021-11-07T13:00:00,2021,Week 9,65451,Paul Brown Stadium,3:07:00,
20211107HOUMIA,2021-11-07T13:00:00,2021,Week 9,60232,Hard Rock Stadium,3:14:00,
20211107LVRNYG,2021-11-07T13:00:00,2021,Week 9,74512,MetLife Stadium,2:54:00,
20211107LACPHI,2021-11-07T16:05:00,2021,Week 9,69796,Lincoln Financial Field,2:47:00,
20211107ARISFO,2021-11-07T16:25:00,2021,Week 9,59012,Levi's Stadium,3:00:00,
20211107GNBKAN,2021-11-07T16:25:00,2021,Week 9,73476,GEHA Field at Arrowhead Stadium,3:06:00,
20211107TENLAR,2021-11-07T20:20:00,2021,Week 9,71785,SoFi Stadium,3:08:00,
20211108CHIPIT,2021-11-08T20:15:00,2021,Week 9,60788,Heinz Field,3:20:00,
20211111BALMIA,2021-11-11T20:20:00,2021,Week 10,65948,Hard Rock Stadium,3:24:00,
20211114ATLDAL,2021-11-14T13:00:00,2021,Week 10,93436,AT&T Stadium,2:56:00,closed
20211114BUFNYJ,2021-11-14T13:00:00,2021,Week 10,77625,MetLife Stadium,3:20:00,
20211114DETPIT,2021-11-14T13:00:00,2021,Week 10,58716,Heinz Field,3:40:00,
20211114NORTEN,2021-11-14T13:00:00,2021,Week 10,69414,Nissan Stadium,3:02:00,
20211114TAMWAS,2021-11-14T13:00:00,2021,Week 10,52128,FedExField,2:59:00,
20211114CLENWE,2021-11-14T13:00:00,2021,Week 10,65878,Gillette Stadium,2:56:00,
20211114JAXIND,2021-11-14T13:00:00,2021,Week 10,60622,Lucas Oil Stadium,3:16:00,closed
20211114MINLAC,2021-11-14T16:05:00,2021,Week 10,70240,SoFi Stadium,3:17:00,
20211114CARARI,2021-11-14T16:05:00,2021,Week 10,62400,State Farm Stadium,3:02:00,closed
20211114PHIDEN,2021-11-14T16:25:00,2021,Week 10,76766,Empower Field at Mile High,3:01:00,
20211114SEAGNB,2021-11-14T16:25:00,2021,Week 10,78235,Lambeau Field,3:03:00,
20211114KANLVR,2021-11-14T20:20:00,2021,Week 10,62125,Allegiant Stadium,3:00:00,
20211115LARSFO,2021-11-15T20:15:00,2021,Week 10,64256,Levi's Stadium,2:50:00,
20211118NWEATL,2021-11-18T20:20:00,2021,Week 11,68286,Mercedes-Benz Stadium,2:50:00,closed
20211121INDBUF,2021-11-21T13:00:00,2021,Week 11,69866,Highmark Stadium,2:58:00,
20211121BALCHI,2021-11-21T13:00:00,2021,Week 11,60679,Soldier Field,3:11:00,
20211121HOUTEN,2021-11-21T13:00:00,2021,Week 11,67395,Nissan Stadium,3:06:00,
20211121SFOJAX,2021-11-21T13:00:00,2021,Week 11,60268,TIAA Bank Stadium,2:45:00,
20211121NORPHI,2021-11-21T13:00:00,2021,Week 11,69796,Lincoln Financial Field,3:14:00,
20211121WASCAR,2021-11-21T13:00:00,2021,Week 11,73350,Bank of America Stadium,3:06:00,
20211121DETCLE,2021-11-21T13:00:00,2021,Week 11,67431,FirstEnergy Stadium,3:02:00,
20211121GNBMIN,2021-11-21T13:00:00,2021,Week 11,66959,U.S. Bank Stadium,2:58:00,
20211121MIANYJ,2021-11-21T13:00:00,2021,Week 11,72303,MetLife Stadium,3:05:00,
20211121CINLVR,2021-11-21T16:05:00,2021,Week 11,61712,Allegiant Stadium,2:51:00,
20211121DALKAN,2021-11-21T16:25:00,2021,Week 11,73494,GEHA Field at Arrowhead Stadium,3:01:00,
20211121ARISEA,2021-11-21T16:25:00,2021,Week 11,68833,Lumen Field,3:05:00,
20211121PITLAC,2021-11-21T20:20:00,2021,Week 11,70240,SoFi Stadium,3:17:00,
20211122NYGTAM,2021-11-22T20:15:00,2021,Week 11,65643,Raymond James Stadium,2:53:00,
20211125CHIDET,2021-11-25T12:30:00,2021,Week 12,56355,Ford Field,3:05:00,
20211125LVRDAL,2021-11-25T16:30:00,2021,Week 12,93483,AT&T Stadium,3:53:00,closed
20211125BUFNOR,2021-11-25T20:20:00,2021,Week 12,69170,Caesars Superdome,2:49:00,
20211128ATLJAX,2021-11-28T13:00:00,2021,Week 12,60031,TIAA Bank Stadium,2:55:00,
20211128PITCIN,2021-11-28T13:00:00,2021,Week 12,63238,Paul Brown Stadium,3:02:00,
20211128NYJHOU,2021-11-28T13:00:00,2021,Week 12,65120,NRG Stadium,2:57:00,closed
20211128PHINYG,2021-11-28T13:00:00,2021,Week 12,73969,MetLife Stadium,2:57:00,
20211128CARMIA,2021-11-28T13:00:00,2021,Week 12,62389,Hard Rock Stadium,2:56:00,
20211128TAMIND,2021-11-28T13:00:00,2021,Week 12,66140,Lucas Oil Stadium,3:19:00,closed
20211128TENNWE,2021-11-28T13:00:00,2021,Week 12,65878,Gillette Stadium,2:57:00,
20211128LACDEN,2021-11-28T16:05:00,2021,Week 12,75807,Empower Field at Mile High,3:05:00,
20211128MINSFO,2021-11-28T16:25:00,2021,Week 12,71493,Levi's Stadium,3:09:00,
20211128LARGNB,2021-11-28T16:25:00,2021,Week 12,77948,Lambeau Field,3:19:00,
20211128CLEBAL,2021-11-28T20:20:00,2021,Week 12,70355,M&T Bank Stadium,3:14:00,
20211129SEAWAS,2021-11-29T20:15:00,2021,Week 12,52680,FedExField,3:09:00,
20211202DALNOR,2021-12-02T20:20:00,2021,Week 13,69170,Caesars Superdome,3:12:00,
20211205TAMATL,2021-12-05T13:00:00,2021,Week 13,69366,Mercedes-Benz Stadium,3:03:00,closed
20211205ARICHI,2021-12-05T13:00:00,2021,Week 13,60803,Soldier Field,3:04:00,
20211205LACCIN,2021-12-05T13:00:00,2021,Week 13,51414,Paul Brown Stadium,3:20:00,
20211205MINDET,2021-12-05T13:00:00,2021,Week 13,45691,Ford Field,3:10:00,
20211205PHINYJ,2021-12-05T13:00:00,2021,Week 13,73311,MetLife Stadium,3:06:00,
20211205INDHOU,2021-12-05T13:00:00,2021,Week 13,65291,NRG Stadium,2:55:00,closed
20211205NYGMIA,2021-12-05T13:00:00,2021,Week 13,65898,Hard Rock Stadium,3:00:00,
20211205SFOSEA,2021-12-05T16:00:00,2021,Week 13,68758,Lumen Field,3:13:00,
20211205WASLVR,2021-12-05T16:05:00,2021,Week 13,61607,Allegiant Stadium,3:01:00,
20211205JAXLAR,2021-12-05T16:25:00,2021,Week 13,70801,SoFi Stadium,2:53:00,
20211205BALPIT,2021-12-05T16:25:00,2021,Week 13,59303,Heinz Field,3:10:00,
20211205DENKAN,2021-12-05T20:20:00,2021,Week 13,73185,GEHA Field at Arrowhead Stadium,2:54:00,
20211206NWEBUF,2021-12-06T20:15:00,2021,Week 13,69694,Highmark Stadium,2:55:00,
20211209PITMIN,2021-12-09T20:20:00,2021,Week 14,66718,U.S. Bank Stadium,3:20:00,
20211212ATLCAR,2021-12-12T13:00:00,2021,Week 14,72243,Bank of America Stadium,2:55:00,
20211212SFOCIN,2021-12-12T13:00:00,2021,Week 14,50481,Paul Brown Stadium,3:24:00,
20211212BALCLE,2021-12-12T13:00:00,2021,Week 14,67431,FirstEnergy Stadium,3:09:00,
20211212DALWAS,2021-12-12T13:00:00,2021,Week 14,61308,FedExField,3:29:00,
20211212SEAHOU,2021-12-12T13:00:00,2021,Week 14,67610,NRG Stadium,3:16:00,open
20211212JAXTEN,2021-12-12T13:00:00,2021,Week 14,67808,Nissan Stadium,2:56:00,
20211212LVRKAN,2021-12-12T13:00:00,2021,Week 14,73278,GEHA Field at Arrowhead Stadium,2:59:00,
20211212NORNYJ,2021-12-12T13:00:00,2021,Week 14,69129,MetLife Stadium,3:01:00,
20211212DETDEN,2021-12-12T16:05:00,2021,Week 14,76211,Empower Field at Mile High,2:54:00,
20211212NYGLAC,2021-12-12T16:05:00,2021,Week 14,70240,SoFi Stadium,3:01:00,
20211212BUFTAM,2021-12-12T16:25:00,2021,Week 14,,Raymond James Stadium,3:29:00,
20211212CHIGNB,2021-12-12T20:20:00,2021,Week 14,78273,Lambeau Field,3:16:00,
20211213LARARI,2021-12-13T20:15:00,2021,Week 14,63999,State Farm Stadium,3:01:00,open
20211216KANLAC,2021-12-16T20:20:00,2021,Week 15,70240,SoFi Stadium,3:12:00,
20211218NWEIND,2021-12-18T20:20:00,2021,Week 15,66391,Lucas Oil Stadium,2:58:00,closed
20211219CARBUF,2021-12-19T13:00:00,2021,Week 15,65398,Highmark Stadium,3:11:00,
20211219ARIDET,2021-12-19T13:00:00,2021,Week 15,45211,Ford Field,3:04:00,
20211219DALNYG,2021-12-19T13:00:00,2021,Week 15,77413,MetLife Stadium,3:04:00,
20211219GNBBAL,2021-12-19T13:00:00,2021,Week 15,70815,M&T Bank Stadium,3:06:00,
20211219HOUJAX,2021-12-19T13:00:00,2021,Week 15,60252,TIAA Bank Stadium,3:03:00,
20211219NYJMIA,2021-12-19T13:00:00,2021,Week 15,66035,Hard Rock Stadium,3:09:00,
20211219TENPIT,2021-12-19T13:00:00,2021,Week 15,59521,Heinz Field,3:09:00,
20211219ATLSFO,2021-12-19T16:05:00,2021,Week 15,71650,Levi's Stadium,2:51:00,
20211219CINDEN,2021-12-19T16:05:00,2021,Week 15,76134,Empower Field at Mile High,3:11:00,
20211219NORTAM,2021-12-19T20:20:00,2021,Week 15,65744,Raymond James Stadium,2:54:00,
20211220LVRCLE,2021-12-20T17:00:00,2021,Week 15,,FirstEnergy Stadium,2:58:00,
20211220MINCHI,2021-12-20T20:15:00,2021,Week 15,60082,Soldier Field,3:06:00,
20211221WASPHI,2021-12-21T19:00:00,2021,Week 15,69796,Lincoln Financial Field,3:01:00,
20211221SEALAR,2021-12-21T19:00:00,2021,Week 15,71565,SoFi Stadium,2:53:00,
20211223SFOTEN,2021-12-23T20:20:00,2021,Week 16,69361,Nissan Stadium,3:50:00,
20211225CLEGNB,2021-12-25T16:30:00,2021,Week 16,77901,Lambeau Field,2:54:00,
20211225INDARI,2021-12-25T20:15:00,2021,Week 16,63900,State Farm Stadium,3:04:00,closed
20211226DETATL,2021-12-26T13:00:00,2021,Week 16,68638,Mercedes-Benz Stadium,2:41:00,open
20211226BUFNWE,2021-12-26T13:00:00,2021,Week 16,65878,Gillette Stadium,3:13:00,
20211226TAMCAR,2021-12-26T13:00:00,2021,Week 16,71918,Bank of America Stadium,3:09:00,
20211226BALCIN,2021-12-26T13:00:00,2021,Week 16,63922,Paul Brown Stadium,3:02:00,
20211226LACHOU,2021-12-26T13:00:00,2021,Week 16,65674,NRG Stadium,2:56:00,closed
20211226JAXNYJ,2021-12-26T13:00:00,2021,Week 16,67120,MetLife Stadium,3:08:00,
20211226LARMIN,2021-12-26T13:00:00,2021,Week 16,66708,U.S. Bank Stadium,3:01:00,
20211226NYGPHI,2021-12-26T13:00:00,2021,Week 16,69796,Lincoln Financial Field,3:16:00,
20211226CHISEA,2021-12-26T16:05:00,2021,Week 16,68492,Lumen Field,3:03:00,
20211226DENLVR,2021-12-26T16:25:00,2021,Week 16,60972,Allegiant Stadium,2:32:00,
20211226PITKAN,2021-12-26T16:25:00,2021,Week 16,73371,GEHA Field at Arrowhead Stadium,2:58:00,
20211226WASDAL,2021-12-26T20:20:00,2021,Week 16,93482,AT&T Stadium,3:05:00,closed
20211227MIANOR,2021-12-27T20:15:00,2021,Week 16,69170,Caesars Superdome,2:59:00,
20220102ATLBUF,2022-01-02T13:00:00,2021,Week 17,64948,Highmark Stadium,3:04:00,
20220102CARNOR,2022-01-02T13:00:00,2021,Week 17,69170,Caesars Superdome,2:51:00,
20220102NYGCHI,2022-01-02T13:00:00,2021,Week 17,59594,Soldier Field,2:52:00,
20220102KANCIN,2022-01-02T13:00:00,2021,Week 17,64505,Paul Brown Stadium,3:08:00,
20220102LVRIND,2022-01-02T13:00:00,2021,Week 17,65985,Lucas Oil Stadium,2:55:00,closed
20220102ARIDAL,2022-01-02T13:00:00,2021,Week 17,93459,AT&T Stadium,3:06:00,closed
20220102JAXNWE,2022-01-02T13:00:00,2021,Week 17,65878,Gillette Stadium,2:47:00,
20220102MIATEN,2022-01-02T13:00:00,2021,Week 17,69091,Nissan Stadium,2:59:00,
20220102TAMNYJ,2022-01-02T13:00:00,2021,Week 17,72243,MetLife Stadium,2:59:00,
20220102PHIWAS,2022-01-02T13:00:00,2021,Week 17,51563,FedExField,2:46:00,
20220102DENLAC,2022-01-02T16:05:00,2021,Week 17,70240,SoFi Stadium,2:51:00,
20220102HOUSFO,2022-01-02T16:05:00,2021,Week 17,71612,Levi's Stadium,2:57:00,
20220102DETSEA,2022-01-02T16:25:00,2021,Week 17,68043,Lumen Field,3:13:00,
20220102LARBAL,2022-01-02T16:25:00,2021,Week 17,70328,M&T Bank Stadium,2:53:00,
20220102MINGNB,2022-01-02T20:20:00,2021,Week 17,77832,Lambeau Field,3:04:00,
20220103CLEPIT,2022-01-03T20:15:00,2021,Week 17,63624,Heinz Field,3:21:00,
20220108KANDEN,2022-01-08T16:30:00,2021,Week 18,76012,Empower Field at Mile High,2:59:00,
20220108DALPHI,2022-01-08T20:15:00,2021,Week 18,69796,Lincoln Financial Field,3:02:00,
20220109NORATL,2022-01-09T13:00:00,2021,Week 18,68336,Mercedes-Benz Stadium,2:59:00,closed
20220109NYJBUF,2022-01-09T13:00:00,2021,Week 18,64783,Highmark Stadium,3:11:00,
20220109CARTAM,2022-01-09T13:00:00,2021,Week 18,65473,Raymond James Stadium,2:59:00,
20220109CHIMIN,2022-01-09T13:00:00,2021,Week 18,66625,U.S. Bank Stadium,2:51:00,
20220109CINCLE,2022-01-09T13:00:00,2021,Week 18,67431,FirstEnergy Stadium,3:00:00,
20220109INDJAX,2022-01-09T13:00:00,2021,Week 18,60516,TIAA Bank Stadium,3:05:00,
20220109GNBDET,2022-01-09T13:00:00,2021,Week 18,56735,Ford Field,3:02:00,
20220109TENHOU,2022-01-09T13:00:00,2021,Week 18,66722,NRG Stadium,3:02:00,closed
20220109NWEMIA,2022-01-09T13:00:00,2021,Week 18,66514,Hard Rock Stadium,3:03:00,
20220109WASNYG,2022-01-09T13:00:00,2021,Week 18,69923,MetLife Stadium,2:50:00,
20220109PITBAL,2022-01-09T13:00:00,2021,Week 18,70453,M&T Bank Stadium,3:30:00,
20220109SEAARI,2022-01-09T16:25:00,2021,Week 18,63858,State Farm Stadium,3:09:00,open
20220109SFOLAR,2022-01-09T16:25:00,2021,Week 18,74447,SoFi Stadium,3:12:00,
20220109LACLVR,2022-01-09T20:25:00,2021,Week 18,62068,Allegiant Stadium,3:52:00,
20220115LVRCIN,2022-01-15T16:30:00,2021,Playoffs,66277,Paul Brown Stadium,3:17:00,
20220115NWEBUF,2022-01-15T20:15:00,2021,Playoffs,69188,Highmark Stadium,2:56:00,
20220116PHITAM,2022-01-16T13:00:00,2021,Playoffs,65077,Raymond James Stadium,3:07:00,
20220116SFODAL,2022-01-16T16:40:00,2021,Playoffs,93470,AT&T Stadium,3:16:00,closed
20220116PITKAN,2022-01-16T20:15:00,2021,Playoffs,73253,GEHA Field at Arrowhead Stadium,3:01:00,
20220117ARILAR,2022-01-17T20:15:00,2021,Playoffs,70625,SoFi Stadium,3:06:00,
20220122CINTEN,2022-01-22T16:30:00,2021,Playoffs,69242,Nissan Stadium,2:59:00,
20220122SFOGNB,2022-01-22T20:15:00,2021,Playoffs,79132,Lambeau Field,2:53:00,
20220123LARTAM,2022-01-23T15:00:00,2021,Playoffs,65597,Raymond James Stadium,3:21:00,
20220123BUFKAN,2022-01-23T18:30:00,2021,Playoffs,73242,GEHA Field at Arrowhead Stadium,3:15:00,
20220130CINKAN,2022-01-30T15:00:00,2021,Playoffs,73377,GEHA Field at Arrowhead Stadium,3:14:00,
20220130SFOLAR,2022-01-30T18:30:00,2021,Playoffs,73202,SoFi Stadium,2:57:00,
20220213LARCIN,2022-02-13T18:30:00,2021,Playoffs,70048,SoFi Stadium,3:26:00,
20220908BUFLAR,2022-09-08T20:20:00,2022,Week 1,73846,SoFi Stadium,2:46:00,
20220911NORATL,2022-09-11T13:00:00,2022,Week 1,70078,Mercedes-Benz Stadium,3:07:00,closed
20220911CLECAR,2022-09-11T13:00:00,2022,Week 1,72205,Bank of America Stadium,3:16:00,
20220911SFOCHI,2022-09-11T13:00:00,2022,Week 1,62159,Soldier Field,3:01:00,
20220911PITCIN,2022-09-11T13:00:00,2022,Week 1,65841,Paycor Stadium,3:42:00,
20220911INDHOU,2022-09-11T13:00:00,2022,Week 1,69415,NRG Stadium,3:33:00,closed
20220911PHIDET,2022-09-11T13:00:00,2022,Week 1,64537,Ford Field,3:15:00,
20220911JAXWAS,2022-09-11T13:00:00,2022,Week 1,58192,FedExField,3:19:00,
20220911NWEMIA,2022-09-11T13:00:00,2022,Week 1,65786,Hard Rock Stadium,2:50:00,
20220911BALNYJ,2022-09-11T13:00:00,2022,Week 1,78827,MetLife Stadium,3:03:00,
20220911KANARI,2022-09-11T16:25:00,2022,Week 1,63697,State Farm Stadium,3:00:00,closed
20220911GNBMIN,2022-09-11T16:25:00,2022,Week 1,66959,U.S. Bank Stadium,3:03:00,
20220911NYGTEN,2022-09-11T16:25:00,2022,Week 1,67805,Nissan Stadium,3:00:00,
20220911LVRLAC,2022-09-11T16:25:00,2022,Week 1,70240,SoFi Stadium,2:54:00,
20220911TAMDAL,2022-09-11T20:20:00,2022,Week 1,93797,AT&T Stadium,2:57:00,closed
20220912DENSEA,2022-09-12T20:20:00,2022,Week 1,68965,Lumen Field,2:57:00,
20220915LACKAN,2022-09-15T20:15:00,2022,Week 2,73461,GEHA Field at Arrowhead Stadium,2:58:00,
20220918CARNYG,2022-09-18T13:00:00,2022,Week 2,73843,MetLife Stadium,3:00:00,
20220918NYJCLE,2022-09-18T13:00:00,2022,Week 2,67431,FirstEnergy Stadium,3:09:00,
20220918INDJAX,2022-09-18T13:00:00,2022,Week 2,58360,TIAA Bank Stadium,2:45:00,
